NAME,state,county,block,tract,GEOID20,Pre K (Ages 0-5),Elementary (Ages 6-12),Teenage (Ages 13-18),18 and younger,Young Adult (Ages 19-29),Ages 30-39,Ages 40-49,Ages 50-59,Ages 60-69,Ages 70-79,Ages 80 and older,Ages 55+,Total Population,Total Population Under 18,Total Households,Households w/ One or More Under 18,Households w/ One or More 65 and Over,Total Population - For Hispanic or Latino,Total Population Non-Hispanic or Latino,Total Population Hispanic or Latino,Total Population Race,Total Population - White,Total Population - Black or African American,American Indian or Alaska Native,Asian,Native Hawaiian or Other Pacific Islander,Some Other Race,Two or More Races - P3 Table,Two or More Races,Female ages something,ALAND20,AWATER20,total_sq_miles,Pop. Density,Pop. Density - Pre K (Ages 0-5),Pop. Density - Elementary (Ages 6-12),Pop. Density - Teenage (Ages 13-18),Pop. Density - 18 and younger,Pop. Density - Young Adult (Ages 19-29),Pop. Density - Ages 30-39,Pop. Density - Ages 40-49,Pop. Density - Ages 50-59,Pop. Density - Ages 60-69,Pop. Density - Ages 70-79,Pop. Density - Ages 80 and older,Pop. Density - Ages 55+,Pop. Density - Total Population,Pop. Density - Total Population Under 18,Pop. Density - Total Households,Pop. Density - Households w/ One or More Under 18,Pop. Density - Households w/ One or More 65 and Over,Pop. Density - Total Population Non-Hispanic or Latino,Pop. Density - Hispanic or Latino,Pop. Density - Total Population Race,Pop. Density - White,Pop. Density - Black or African American,Pop. Density - American Indian or Alaska Native,Pop. Density - Asian,Pop. Density - Native Hawaiian or Other Pacific Islander,Pop. Density - Some Other Race,Pop. Density - Two or More Races
"Block 1017, Block Group 1, Census Tract 14.03, Mesa County, Colorado",08,077,1017,001403,080770014031017,0,0,0,0,1,0,5,2,4,3,0,9,15,0,0,0,0,15,15,0,15,12,0,0,3,0,0,0,0,4,8087.0,0.0,0.0031223907,4804.0,0.0,0.0,0.0,0.0,320.3,0.0,1601.3,640.5,1281.1,960.8,0.0,2882.4,4804.0,0.0,0.0,0.0,0.0,4804.0,0.0,4804.0,3843.2,0.0,0.0,960.8,0.0,0.0,0.0
"Block 1019, Block Group 1, Census Tract 14.03, Mesa County, Colorado",08,077,1019,001403,080770014031019,0,0,0,0,7,0,2,0,0,0,0,0,8,0,1,0,1,8,7,1,8,3,0,0,0,0,0,5,5,0,10920.0,0.0,0.0042162119999999996,1897.4,0.0,0.0,0.0,0.0,1660.3,0.0,474.4,0.0,0.0,0.0,0.0,0.0,1897.4,0.0,237.2,0.0,237.2,1660.3,237.2,1897.4,711.5,0.0,0.0,0.0,0.0,0.0,1185.9
"Block 1020, Block Group 1, Census Tract 14.03, Mesa County, Colorado",08,077,1020,001403,080770014031020,3,2,5,10,0,2,0,5,8,4,0,13,29,10,12,2,9,29,25,4,29,21,0,0,0,0,2,6,6,0,20113.0,0.0,0.0077656293,3734.4,386.3,257.5,643.9,1287.7,0.0,257.5,0.0,643.9,1030.2,515.1,0.0,1674.0,3734.4,1287.7,1545.3,257.5,1159.0,3219.3,515.1,3734.4,2704.2,0.0,0.0,0.0,0.0,257.5,772.6
"Block 1021, Block Group 1, Census Tract 14.03, Mesa County, Colorado",08,077,1021,001403,080770014031021,8,0,2,10,0,4,0,6,2,10,8,26,40,10,17,0,14,40,40,0,40,36,0,0,0,0,0,4,4,0,81608.0,0.0,0.0315088488,1269.5,253.9,0.0,63.5,317.4,0.0,126.9,0.0,190.4,63.5,317.4,253.9,825.2,1269.5,317.4,539.5,0.0,444.3,1269.5,0.0,1269.5,1142.5,0.0,0.0,0.0,0.0,0.0,126.9
"Block 1022, Block Group 1, Census Tract 14.03, Mesa County, Colorado",08,077,1022,001403,080770014031022,0,1,0,1,0,3,5,0,0,0,0,0,9,1,6,3,1,9,7,2,9,9,0,0,0,0,0,0,0,0,56663.0,0.0,0.0218775843,411.4,0.0,45.7,0.0,45.7,0.0,137.1,228.5,0.0,0.0,0.0,0.0,0.0,411.4,45.7,274.3,137.1,45.7,320.0,91.4,411.4,411.4,0.0,0.0,0.0,0.0,0.0,0.0
"Block 1024, Block Group 1, Census Tract 14.03, Mesa County, Colorado",08,077,1024,001403,080770014031024,8,19,6,33,2,17,12,6,37,21,9,68,137,30,58,15,32,137,129,8,137,121,0,0,0,0,1,15,15,0,300302.0,0.0,0.1159466022,1181.6,69.0,163.9,51.7,284.6,17.2,146.6,103.5,51.7,319.1,181.1,77.6,586.5,1181.6,258.7,500.2,129.4,276.0,1112.6,69.0,1181.6,1043.6,0.0,0.0,0.0,0.0,8.6,129.4
"Block 1025, Block Group 1, Census Tract 14.03, Mesa County, Colorado",08,077,1025,001403,080770014031025,2,0,2,4,0,0,6,0,0,0,0,0,10,4,7,0,2,10,8,2,10,9,0,0,0,0,0,1,1,0,8259.0,0.0,0.0031887999,3136.0,627.2,0.0,627.2,1254.4,0.0,0.0,1881.6,0.0,0.0,0.0,0.0,0.0,3136.0,1254.4,2195.2,0.0,627.2,2508.8,627.2,3136.0,2822.4,0.0,0.0,0.0,0.0,0.0,313.6
"Block 1026, Block Group 1, Census Tract 14.03, Mesa County, Colorado",08,077,1026,001403,080770014031026,0,0,3,3,0,0,1,0,6,1,0,7,11,0,4,1,2,11,11,0,11,11,0,0,0,0,0,0,0,0,20288.0,0.0,0.0078331968,1404.3,0.0,0.0,383.0,383.0,0.0,0.0,127.7,0.0,766.0,127.7,0.0,893.6,1404.3,0.0,510.6,127.7,255.3,1404.3,0.0,1404.3,1404.3,0.0,0.0,0.0,0.0,0.0,0.0
"Block 1027, Block Group 1, Census Tract 14.03, Mesa County, Colorado",08,077,1027,001403,080770014031027,4,5,3,12,9,4,1,9,2,5,0,12,42,12,16,3,4,42,42,0,42,42,0,0,0,0,0,0,0,0,57464.0,0.0,0.0221868504,1893.0,180.3,225.4,135.2,540.9,405.6,180.3,45.1,405.6,90.1,225.4,0.0,540.9,1893.0,540.9,721.1,135.2,180.3,1893.0,0.0,1893.0,1893.0,0.0,0.0,0.0,0.0,0.0,0.0
"Block 1028, Block Group 1, Census Tract 14.03, Mesa County, Colorado",08,077,1028,001403,080770014031028,2,1,0,3,2,0,1,0,1,0,1,2,8,3,2,0,1,8,7,1,8,4,0,0,0,0,0,4,4,0,5033.0,0.0,0.0019432413,4116.8,1029.2,514.6,0.0,1543.8,1029.2,0.0,514.6,0.0,514.6,0.0,514.6,1029.2,4116.8,1543.8,1029.2,0.0,514.6,3602.2,514.6,4116.8,2058.4,0.0,0.0,0.0,0.0,0.0,2058.4
"Block 1029, Block Group 1, Census Tract 14.03, Mesa County, Colorado",08,077,1029,001403,080770014031029,1,2,2,5,0,0,1,0,0,0,1,1,7,5,1,1,0,7,1,6,7,0,0,0,1,0,0,6,6,0,5984.0,0.0,0.0023104224,3029.7,432.8,865.6,865.6,2164.1,0.0,0.0,432.8,0.0,0.0,0.0,432.8,432.8,3029.7,2164.1,432.8,432.8,0.0,432.8,2596.9,3029.7,0.0,0.0,0.0,432.8,0.0,0.0,2596.9
"Block 1031, Block Group 1, Census Tract 14.03, Mesa County, Colorado",08,077,1031,001403,080770014031031,0,7,1,8,0,6,0,16,5,6,1,26,42,8,18,4,12,42,40,2,42,38,0,0,0,0,0,4,4,0,49540.0,0.0,0.019127394,2195.8,0.0,366.0,52.3,418.2,0.0,313.7,0.0,836.5,261.4,313.7,52.3,1359.3,2195.8,418.2,941.1,209.1,627.4,2091.2,104.6,2195.8,1986.7,0.0,0.0,0.0,0.0,0.0,209.1
"Block 1033, Block Group 1, Census Tract 14.03, Mesa County, Colorado",08,077,1033,001403,080770014031033,2,5,9,16,1,10,13,26,5,12,1,28,84,16,32,3,17,84,75,9,84,73,0,0,0,0,0,11,11,3,128614.0,0.0,0.0496578654,1691.6,40.3,100.7,181.2,322.2,20.1,201.4,261.8,523.6,100.7,241.7,20.1,563.9,1691.6,322.2,644.4,60.4,342.3,1510.3,181.2,1691.6,1470.1,0.0,0.0,0.0,0.0,0.0,221.5
"Block 1034, Block Group 1, Census Tract 14.03, Mesa County, Colorado",08,077,1034,001403,080770014031034,0,1,6,7,1,3,2,0,3,2,6,11,24,7,7,4,3,24,23,1,24,19,0,0,0,0,1,4,4,0,18237.0,0.0,0.0070413057,3408.5,0.0,142.0,852.1,994.1,142.0,426.1,284.0,0.0,426.1,284.0,852.1,1562.2,3408.5,994.1,994.1,568.1,426.1,3266.4,142.0,3408.5,2698.4,0.0,0.0,0.0,0.0,142.0,568.1
"Block 1035, Block Group 1, Census Tract 14.03, Mesa County, Colorado",08,077,1035,001403,080770014031035,1,2,1,4,5,11,1,0,3,3,1,7,26,4,11,0,9,26,26,0,26,24,0,0,1,0,0,1,1,3,17052.0,0.0,0.0065837772,3949.1,151.9,303.8,151.9,607.6,759.4,1670.8,151.9,0.0,455.7,455.7,151.9,1063.2,3949.1,607.6,1670.8,0.0,1367.0,3949.1,0.0,3949.1,3645.3,0.0,0.0,151.9,0.0,0.0,151.9
"Block 1036, Block Group 1, Census Tract 14.03, Mesa County, Colorado",08,077,1036,001403,080770014031036,1,1,0,2,1,6,0,7,0,0,0,0,16,2,12,1,4,16,15,1,16,14,0,0,0,0,1,1,1,0,24535.0,0.0,0.0094729635,1689.0,105.6,105.6,0.0,211.1,105.6,633.4,0.0,738.9,0.0,0.0,0.0,0.0,1689.0,211.1,1266.8,105.6,422.3,1583.5,105.6,1689.0,1477.9,0.0,0.0,0.0,0.0,105.6,105.6
"Block 1039, Block Group 1, Census Tract 14.03, Mesa County, Colorado",08,077,1039,001403,080770014031039,21,19,21,61,31,30,40,35,58,45,15,139,313,57,141,41,49,313,304,9,313,278,0,0,2,0,5,28,28,10,872596.0,0.0,0.3369093156,929.0,62.3,56.4,62.3,181.1,92.0,89.0,118.7,103.9,172.2,133.6,44.5,412.6,929.0,169.2,418.5,121.7,145.4,902.3,26.7,929.0,825.1,0.0,0.0,5.9,0.0,14.8,83.1
"Block 1040, Block Group 1, Census Tract 14.03, Mesa County, Colorado",08,077,1040,001403,080770014031040,1,1,0,2,7,0,0,3,5,0,0,6,17,2,10,0,6,17,15,2,17,15,0,0,0,0,0,2,2,0,13623.0,0.0,0.0052598403,3232.0,190.1,190.1,0.0,380.2,1330.8,0.0,0.0,570.4,950.6,0.0,0.0,1140.7,3232.0,380.2,1901.2,0.0,1140.7,2851.8,380.2,3232.0,2851.8,0.0,0.0,0.0,0.0,0.0,380.2
"Block 2176, Block Group 2, Census Tract 18, Mesa County, Colorado",08,077,2176,001800,080770018002176,0,0,0,0,1,4,0,0,1,3,1,5,10,0,2,1,2,10,9,1,10,9,0,0,0,0,0,1,1,0,980333.0,0.0,0.3785065713,26.4,0.0,0.0,0.0,0.0,2.6,10.6,0.0,0.0,2.6,7.9,2.6,13.2,26.4,0.0,5.3,2.6,5.3,23.8,2.6,26.4,23.8,0.0,0.0,0.0,0.0,0.0,2.6
"Block 2190, Block Group 2, Census Tract 18, Mesa County, Colorado",08,077,2190,001800,080770018002190,4,1,2,7,1,1,1,8,1,2,0,8,21,7,1,1,0,21,20,1,21,20,0,0,0,0,1,0,0,0,20404747.0,0.0,7.8782728167,2.7,0.5,0.1,0.3,0.9,0.1,0.1,0.1,1.0,0.1,0.3,0.0,1.0,2.7,0.9,0.1,0.1,0.0,2.5,0.1,2.7,2.5,0.0,0.0,0.0,0.0,0.1,0.0
"Block 2192, Block Group 2, Census Tract 18, Mesa County, Colorado",08,077,2192,001800,080770018002192,3,6,5,14,3,4,11,7,15,10,3,28,67,14,28,3,14,67,67,0,67,67,0,0,0,0,0,0,0,0,48171540.0,0.0,18.599031594,3.6,0.2,0.3,0.3,0.8,0.2,0.2,0.6,0.4,0.8,0.5,0.2,1.5,3.6,0.8,1.5,0.2,0.8,3.6,0.0,3.6,3.6,0.0,0.0,0.0,0.0,0.0,0.0
"Block 2194, Block Group 2, Census Tract 18, Mesa County, Colorado",08,077,2194,001800,080770018002194,0,0,1,1,0,0,0,6,0,0,0,6,7,1,6,2,3,7,7,0,7,7,0,0,0,0,0,0,0,0,2204697.0,0.0,0.8512335117,8.2,0.0,0.0,1.2,1.2,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,8.2,1.2,7.0,2.3,3.5,8.2,0.0,8.2,8.2,0.0,0.0,0.0,0.0,0.0,0.0
"Block 1044, Block Group 1, Census Tract 18, Mesa County, Colorado",08,077,1044,001800,080770018001044,0,1,0,1,0,0,4,0,1,1,1,3,8,1,0,0,0,8,8,0,8,8,0,0,0,0,0,0,0,0,608270.0,0.0,0.234853047,34.1,0.0,4.3,0.0,4.3,0.0,0.0,17.0,0.0,4.3,4.3,4.3,12.8,34.1,4.3,0.0,0.0,0.0,34.1,0.0,34.1,34.1,0.0,0.0,0.0,0.0,0.0,0.0
"Block 1045, Block Group 1, Census Tract 18, Mesa County, Colorado",08,077,1045,001800,080770018001045,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,1,2,2,0,2,0,0,0,0,0,2,0,0,0,2520426.0,0.0,0.9731364786,2.1,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,2.1,0.0,1.0,0.0,1.0,2.1,0.0,2.1,0.0,0.0,0.0,0.0,0.0,2.1,0.0
"Block 1046, Block Group 1, Census Tract 18, Mesa County, Colorado",08,077,1046,001800,080770018001046,0,0,0,0,1,1,1,0,2,1,2,5,8,0,1,0,1,8,8,0,8,7,0,0,0,0,0,1,1,0,24718922.0,0.0,9.5439757842,0.8,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.2,0.1,0.2,0.5,0.8,0.0,0.1,0.0,0.1,0.8,0.0,0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.1
"Block 1049, Block Group 1, Census Tract 18, Mesa County, Colorado",08,077,1049,001800,080770018001049,0,0,0,0,0,5,0,0,0,0,0,0,5,0,1,1,1,5,5,0,5,5,0,0,0,0,0,0,0,0,496858.0,0.0,0.1918368738,26.1,0.0,0.0,0.0,0.0,0.0,26.1,0.0,0.0,0.0,0.0,0.0,0.0,26.1,0.0,5.2,5.2,5.2,26.1,0.0,26.1,26.1,0.0,0.0,0.0,0.0,0.0,0.0
"Block 1050, Block Group 1, Census Tract 18, Mesa County, Colorado",08,077,1050,001800,080770018001050,0,0,0,0,0,4,0,2,2,0,0,2,8,0,2,0,2,8,8,0,8,7,0,0,0,0,1,0,0,0,207268.0,0.0,0.0800261748,100.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,25.0,25.0,0.0,0.0,25.0,100.0,0.0,25.0,0.0,25.0,100.0,0.0,100.0,87.5,0.0,0.0,0.0,0.0,12.5,0.0
"Block 1053, Block Group 1, Census Tract 18, Mesa County, Colorado",08,077,1053,001800,080770018001053,1,1,1,3,0,1,2,7,4,7,1,19,25,3,12,3,7,25,25,0,25,24,0,0,0,0,0,1,1,0,276111.0,0.0,0.1066064571,234.5,9.4,9.4,9.4,28.1,0.0,9.4,18.8,65.7,37.5,65.7,9.4,178.2,234.5,28.1,112.6,28.1,65.7,234.5,0.0,234.5,225.1,0.0,0.0,0.0,0.0,0.0,9.4
"Block 1056, Block Group 1, Census Tract 18, Mesa County, Colorado",08,077,1056,001800,080770018001056,0,0,1,1,3,1,1,1,0,0,0,0,6,0,2,0,2,6,6,0,6,5,0,0,0,0,0,1,1,0,189332.0,0.0,0.0731010852,82.1,0.0,0.0,13.7,13.7,41.0,13.7,13.7,13.7,0.0,0.0,0.0,0.0,82.1,0.0,27.4,0.0,27.4,82.1,0.0,82.1,68.4,0.0,0.0,0.0,0.0,0.0,13.7
"Block 1057, Block Group 1, Census Tract 18, Mesa County, Colorado",08,077,1057,001800,080770018001057,3,0,1,4,0,0,1,0,0,0,0,0,5,4,0,0,0,5,5,0,5,5,0,0,0,0,0,0,0,0,82593.0,0.0,0.0318891573,156.8,94.1,0.0,31.4,125.4,0.0,0.0,31.4,0.0,0.0,0.0,0.0,0.0,156.8,125.4,0.0,0.0,0.0,156.8,0.0,156.8,156.8,0.0,0.0,0.0,0.0,0.0,0.0
"Block 1059, Block Group 1, Census Tract 18, Mesa County, Colorado",08,077,1059,001800,080770018001059,0,1,0,1,0,0,5,2,0,0,0,0,8,1,1,0,0,8,8,0,8,8,0,0,0,0,0,0,0,0,375760.0,0.0,0.145080936,55.1,0.0,6.9,0.0,6.9,0.0,0.0,34.5,13.8,0.0,0.0,0.0,0.0,55.1,6.9,6.9,0.0,0.0,55.1,0.0,55.1,55.1,0.0,0.0,0.0,0.0,0.0,0.0
"Block 1061, Block Group 1, Census Tract 18, Mesa County, Colorado",08,077,1061,001800,080770018001061,0,0,0,0,0,1,0,0,0,6,0,6,7,0,3,2,0,7,6,1,7,7,0,0,0,0,0,0,0,0,277016.0,0.0,0.1069558776,65.4,0.0,0.0,0.0,0.0,0.0,9.3,0.0,0.0,0.0,56.1,0.0,56.1,65.4,0.0,28.0,18.7,0.0,56.1,9.3,65.4,65.4,0.0,0.0,0.0,0.0,0.0,0.0
"Block 1063, Block Group 1, Census Tract 18, Mesa County, Colorado",08,077,1063,001800,080770018001063,0,2,11,13,3,6,9,4,0,0,0,2,35,10,9,0,1,35,31,4,35,35,0,0,0,0,0,0,0,0,1647731.0,0.0,0.6361889391,55.0,0.0,3.1,17.3,20.4,4.7,9.4,14.1,6.3,0.0,0.0,0.0,3.1,55.0,15.7,14.1,0.0,1.6,48.7,6.3,55.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0
"Block 1064, Block Group 1, Census Tract 18, Mesa County, Colorado",08,077,1064,001800,080770018001064,0,2,1,3,4,1,0,0,1,0,0,1,9,3,2,2,0,9,9,0,9,7,0,2,0,0,0,0,0,1,11401.0,0.0,0.0044019261,2044.6,0.0,454.3,227.2,681.5,908.7,227.2,0.0,0.0,227.2,0.0,0.0,227.2,2044.6,681.5,454.3,454.3,0.0,2044.6,0.0,2044.6,1590.2,0.0,454.3,0.0,0.0,0.0,0.0
"Block 1066, Block Group 1, Census Tract 18, Mesa County, Colorado",08,077,1066,001800,080770018001066,1,0,1,2,1,0,1,0,2,0,0,2,6,2,1,0,0,6,2,4,6,2,0,0,0,0,0,4,4,0,138960.0,0.0,0.053652456,111.8,18.6,0.0,18.6,37.3,18.6,0.0,18.6,0.0,37.3,0.0,0.0,37.3,111.8,37.3,18.6,0.0,0.0,37.3,74.6,111.8,37.3,0.0,0.0,0.0,0.0,0.0,74.6
"Block 1067, Block Group 1, Census Tract 18, Mesa County, Colorado",08,077,1067,001800,080770018001067,2,7,3,12,2,5,5,5,11,11,1,28,52,12,21,3,5,52,39,13,52,39,0,0,0,0,13,0,0,0,239662.0,0.0,0.0925334982,562.0,21.6,75.6,32.4,129.7,21.6,54.0,54.0,54.0,118.9,118.9,10.8,302.6,562.0,129.7,226.9,32.4,54.0,421.5,140.5,562.0,421.5,0.0,0.0,0.0,0.0,140.5,0.0
"Block 1068, Block Group 1, Census Tract 18, Mesa County, Colorado",08,077,1068,001800,080770018001068,0,2,0,2,3,1,0,1,9,1,1,11,17,2,17,2,4,17,14,3,17,14,0,0,0,0,1,2,2,2,25807.0,0.0,0.0099640827,1706.1,0.0,200.7,0.0,200.7,301.1,100.4,0.0,100.4,903.2,100.4,100.4,1104.0,1706.1,200.7,1706.1,200.7,401.4,1405.0,301.1,1706.1,1405.0,0.0,0.0,0.0,0.0,100.4,200.7
"Block 1069, Block Group 1, Census Tract 18, Mesa County, Colorado",08,077,1069,001800,080770018001069,0,0,0,0,1,2,0,0,0,0,0,0,3,0,4,2,0,3,3,0,3,3,0,0,0,0,0,0,0,0,7399.0,0.0,0.0028567539,1050.1,0.0,0.0,0.0,0.0,350.0,700.1,0.0,0.0,0.0,0.0,0.0,0.0,1050.1,0.0,1400.2,700.1,0.0,1050.1,0.0,1050.1,1050.1,0.0,0.0,0.0,0.0,0.0,0.0
"Block 1070, Block Group 1, Census Tract 18, Mesa County, Colorado",08,077,1070,001800,080770018001070,0,3,0,3,0,3,3,2,0,0,0,0,11,3,9,1,5,11,11,0,11,11,0,0,0,0,0,0,0,0,13595.0,0.0,0.0052490295,2095.6,0.0,571.5,0.0,571.5,0.0,571.5,571.5,381.0,0.0,0.0,0.0,0.0,2095.6,571.5,1714.6,190.5,952.6,2095.6,0.0,2095.6,2095.6,0.0,0.0,0.0,0.0,0.0,0.0
"Block 1071, Block Group 1, Census Tract 18, Mesa County, Colorado",08,077,1071,001800,080770018001071,0,0,0,0,1,0,1,0,0,0,0,0,2,0,5,1,1,2,2,0,2,2,0,0,0,0,0,0,0,0,6133.0,0.0,0.0023679513,844.6,0.0,0.0,0.0,0.0,422.3,0.0,422.3,0.0,0.0,0.0,0.0,0.0,844.6,0.0,2111.5,422.3,422.3,844.6,0.0,844.6,844.6,0.0,0.0,0.0,0.0,0.0,0.0
"Block 1072, Block Group 1, Census Tract 18, Mesa County, Colorado",08,077,1072,001800,080770018001072,0,0,1,1,0,0,1,1,0,0,0,1,3,1,2,2,0,3,3,0,3,2,0,0,0,0,0,1,1,0,10436.0,0.0,0.0040293396,744.5,0.0,0.0,248.2,248.2,0.0,0.0,248.2,248.2,0.0,0.0,0.0,248.2,744.5,248.2,496.4,496.4,0.0,744.5,0.0,744.5,496.4,0.0,0.0,0.0,0.0,0.0,248.2
"Block 1073, Block Group 1, Census Tract 18, Mesa County, Colorado",08,077,1073,001800,080770018001073,0,0,0,0,0,0,5,1,0,0,0,0,6,0,4,2,2,6,6,0,6,5,0,0,0,0,0,1,1,0,76845.0,0.0,0.0296698545,202.2,0.0,0.0,0.0,0.0,0.0,0.0,168.5,33.7,0.0,0.0,0.0,0.0,202.2,0.0,134.8,67.4,67.4,202.2,0.0,202.2,168.5,0.0,0.0,0.0,0.0,0.0,33.7
"Block 1074, Block Group 1, Census Tract 18, Mesa County, Colorado",08,077,1074,001800,080770018001074,2,1,5,8,7,1,3,10,8,1,1,20,39,7,21,0,13,39,38,1,39,38,0,0,0,0,1,0,0,0,48280.0,0.0,0.018640908,2092.2,107.3,53.6,268.2,429.2,375.5,53.6,160.9,536.5,429.2,53.6,53.6,1072.9,2092.2,375.5,1126.6,0.0,697.4,2038.5,53.6,2092.2,2038.5,0.0,0.0,0.0,0.0,53.6,0.0
"Block 1075, Block Group 1, Census Tract 18, Mesa County, Colorado",08,077,1075,001800,080770018001075,0,0,0,0,1,0,4,6,0,0,0,0,11,0,1,1,0,11,11,0,11,10,0,0,0,0,0,1,1,0,62706.0,0.0,0.0242107866,454.3,0.0,0.0,0.0,0.0,41.3,0.0,165.2,247.8,0.0,0.0,0.0,0.0,454.3,0.0,41.3,41.3,0.0,454.3,0.0,454.3,413.0,0.0,0.0,0.0,0.0,0.0,41.3
"Block 1076, Block Group 1, Census Tract 18, Mesa County, Colorado",08,077,1076,001800,080770018001076,1,0,4,5,8,5,11,14,7,5,2,23,57,5,32,9,15,57,55,2,57,55,0,0,0,0,2,0,0,2,193372.0,0.0,0.0746609292,763.5,13.4,0.0,53.6,67.0,107.2,67.0,147.3,187.5,93.8,67.0,26.8,308.1,763.5,67.0,428.6,120.5,200.9,736.7,26.8,763.5,736.7,0.0,0.0,0.0,0.0,26.8,0.0
"Block 1077, Block Group 1, Census Tract 18, Mesa County, Colorado",08,077,1077,001800,080770018001077,3,2,2,7,3,5,0,4,4,0,1,9,24,6,11,5,4,24,24,0,24,24,0,0,0,0,0,0,0,0,12347.0,0.0,0.0047671767,5034.4,629.3,419.5,419.5,1468.4,629.3,1048.8,0.0,839.1,839.1,0.0,209.8,1887.9,5034.4,1258.6,2307.4,1048.8,839.1,5034.4,0.0,5034.4,5034.4,0.0,0.0,0.0,0.0,0.0,0.0
"Block 1078, Block Group 1, Census Tract 18, Mesa County, Colorado",08,077,1078,001800,080770018001078,1,2,2,5,1,2,4,1,2,0,0,2,15,4,6,0,5,15,11,4,15,15,0,0,0,0,0,0,0,0,5956.0,0.0,0.0022996116,6522.8,434.9,869.7,869.7,2174.3,434.9,869.7,1739.4,434.9,869.7,0.0,0.0,869.7,6522.8,1739.4,2609.1,0.0,2174.3,4783.4,1739.4,6522.8,6522.8,0.0,0.0,0.0,0.0,0.0,0.0
"Block 1079, Block Group 1, Census Tract 18, Mesa County, Colorado",08,077,1079,001800,080770018001079,1,0,3,4,3,0,5,1,0,0,0,0,12,4,5,1,2,12,11,1,12,11,0,0,0,0,0,1,1,0,6230.0,0.0,0.002405403,4988.8,415.7,0.0,1247.2,1662.9,1247.2,0.0,2078.7,415.7,0.0,0.0,0.0,0.0,4988.8,1662.9,2078.7,415.7,831.5,4573.0,415.7,4988.8,4573.0,0.0,0.0,0.0,0.0,0.0,415.7
"Block 1080, Block Group 1, Census Tract 18, Mesa County, Colorado",08,077,1080,001800,080770018001080,3,2,0,5,0,5,1,3,1,0,0,4,15,5,10,2,0,15,15,0,15,12,0,0,0,0,0,3,3,0,12513.0,0.0,0.0048312693,3104.8,621.0,414.0,0.0,1034.9,0.0,1034.9,207.0,621.0,207.0,0.0,0.0,827.9,3104.8,1034.9,2069.8,414.0,0.0,3104.8,0.0,3104.8,2483.8,0.0,0.0,0.0,0.0,0.0,621.0
"Block 4009, Block Group 4, Census Tract 6.02, Mesa County, Colorado",08,077,4009,000602,080770006024009,3,8,6,17,24,31,6,5,7,8,3,18,99,17,36,4,13,99,71,28,99,82,0,2,1,0,9,5,5,4,32647.0,0.0,0.0126050067,7854.0,238.0,634.7,476.0,1348.7,1904.0,2459.3,476.0,396.7,555.3,634.7,238.0,1428.0,7854.0,1348.7,2856.0,317.3,1031.3,5632.7,2221.3,7854.0,6505.4,0.0,158.7,79.3,0.0,714.0,396.7
"Block 4006, Block Group 4, Census Tract 6.02, Mesa County, Colorado",08,077,4006,000602,080770006024006,5,0,1,6,6,8,3,5,3,0,0,7,31,6,15,9,0,31,31,0,31,27,0,0,0,0,0,4,4,2,14606.0,0.0,0.0056393766,5497.1,886.6,0.0,177.3,1063.9,1063.9,1418.6,532.0,886.6,532.0,0.0,0.0,1241.3,5497.1,1063.9,2659.9,1595.9,0.0,5497.1,0.0,5497.1,4787.8,0.0,0.0,0.0,0.0,0.0,709.3
"Block 4007, Block Group 4, Census Tract 6.02, Mesa County, Colorado",08,077,4007,000602,080770006024007,1,0,3,4,4,21,2,8,9,2,1,14,51,2,22,14,2,51,45,6,51,39,0,0,4,0,4,4,4,0,20610.0,0.0,0.007957521,6409.0,125.7,0.0,377.0,502.7,502.7,2639.0,251.3,1005.3,1131.0,251.3,125.7,1759.3,6409.0,251.3,2764.7,1759.3,251.3,5655.0,754.0,6409.0,4901.0,0.0,0.0,502.7,0.0,502.7,502.7
"Block 4008, Block Group 4, Census Tract 6.02, Mesa County, Colorado",08,077,4008,000602,080770006024008,6,4,8,18,14,4,7,5,6,0,0,10,54,18,21,10,6,54,45,9,54,42,0,0,1,0,6,5,5,0,20377.0,0.0,0.0078675597,6863.6,762.6,508.4,1016.8,2287.9,1779.5,508.4,889.7,635.5,762.6,0.0,0.0,1271.0,6863.6,2287.9,2669.2,1271.0,762.6,5719.7,1143.9,6863.6,5338.4,0.0,0.0,127.1,0.0,762.6,635.5
"Block 4010, Block Group 4, Census Tract 6.02, Mesa County, Colorado",08,077,4010,000602,080770006024010,1,2,2,5,4,1,1,10,6,13,0,29,40,5,20,0,2,40,35,5,40,35,0,0,0,0,1,4,4,0,19935.0,0.0,0.0076969035,5196.9,129.9,259.8,259.8,649.6,519.7,129.9,129.9,1299.2,779.5,1689.0,0.0,3767.7,5196.9,649.6,2598.4,0.0,259.8,4547.3,649.6,5196.9,4547.3,0.0,0.0,0.0,0.0,129.9,519.7
