NAME,state,county,block,tract,GEOID20,Pre K (Ages 0-5),Elementary (Ages 6-12),Teenage (Ages 13-18),18 and younger,Young Adult (Ages 19-29),Ages 30-39,Ages 40-49,Ages 50-59,Ages 60-69,Ages 70-79,Ages 80 and older,Ages 55+,Total Population,Total Population Under 18,Total Households,Households w/ One or More Under 18,Households w/ One or More 65 and Over,Total Population - For Hispanic or Latino,Total Population Non-Hispanic or Latino,Total Population Hispanic or Latino,Total Population Race,Total Population - White,Total Population - Black or African American,American Indian or Alaska Native,Asian,Native Hawaiian or Other Pacific Islander,Some Other Race,Two or More Races - P3 Table,Two or More Races,Female ages something,ALAND20,AWATER20,total_sq_miles,Pop. Density,Pop. Density - Pre K (Ages 0-5),Pop. Density - Elementary (Ages 6-12),Pop. Density - Teenage (Ages 13-18),Pop. Density - 18 and younger,Pop. Density - Young Adult (Ages 19-29),Pop. Density - Ages 30-39,Pop. Density - Ages 40-49,Pop. Density - Ages 50-59,Pop. Density - Ages 60-69,Pop. Density - Ages 70-79,Pop. Density - Ages 80 and older,Pop. Density - Ages 55+,Pop. Density - Total Population,Pop. Density - Total Population Under 18,Pop. Density - Total Households,Pop. Density - Households w/ One or More Under 18,Pop. Density - Households w/ One or More 65 and Over,Pop. Density - Total Population Non-Hispanic or Latino,Pop. Density - Hispanic or Latino,Pop. Density - Total Population Race,Pop. Density - White,Pop. Density - Black or African American,Pop. Density - American Indian or Alaska Native,Pop. Density - Asian,Pop. Density - Native Hawaiian or Other Pacific Islander,Pop. Density - Some Other Race,Pop. Density - Two or More Races
"Block 4057, Block Group 4, Census Tract 15.02, Mesa County, Colorado",08,077,4057,001502,080770015024057,0,2,0,2,0,2,2,2,2,0,2,4,12,2,4,4,1,12,12,0,12,12,0,0,0,0,0,0,0,0,1291162.0,0.0,0.4985176482,24.1,0.0,4.0,0.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,8.0,24.1,4.0,8.0,8.0,2.0,24.1,0.0,24.1,24.1,0.0,0.0,0.0,0.0,0.0,0.0
"Block 4071, Block Group 4, Census Tract 15.02, Mesa County, Colorado",08,077,4071,001502,080770015024071,0,0,1,1,4,0,0,5,0,0,3,6,13,1,2,1,1,13,12,1,13,12,0,0,0,0,1,0,0,0,10112419.0,0.0,3.9044049759,3.3,0.0,0.0,0.3,0.3,1.0,0.0,0.0,1.3,0.0,0.0,0.8,1.5,3.3,0.3,0.5,0.3,0.3,3.1,0.3,3.3,3.1,0.0,0.0,0.0,0.0,0.3,0.0
"Block 1000, Block Group 1, Census Tract 15.03, Mesa County, Colorado",08,077,1000,001503,080770015031000,0,0,0,0,1,1,0,1,1,0,0,1,4,0,2,0,2,4,4,0,4,4,0,0,0,0,0,0,0,0,157751.0,0.0,0.060907661099999996,65.7,0.0,0.0,0.0,0.0,16.4,16.4,0.0,16.4,16.4,0.0,0.0,16.4,65.7,0.0,32.8,0.0,32.8,65.7,0.0,65.7,65.7,0.0,0.0,0.0,0.0,0.0,0.0
"Block 1001, Block Group 1, Census Tract 15.03, Mesa County, Colorado",08,077,1001,001503,080770015031001,8,7,15,30,37,28,42,16,31,13,6,66,199,30,97,45,35,199,181,18,199,188,0,1,0,0,1,9,9,17,232150.0,0.0,0.089633115,2220.2,89.3,78.1,167.3,334.7,412.8,312.4,468.6,178.5,345.9,145.0,66.9,736.3,2220.2,334.7,1082.2,502.0,390.5,2019.3,200.8,2220.2,2097.4,0.0,11.2,0.0,0.0,11.2,100.4
"Block 1002, Block Group 1, Census Tract 15.03, Mesa County, Colorado",08,077,1002,001503,080770015031002,7,2,2,11,10,8,7,0,4,1,0,5,41,11,12,6,1,41,34,7,41,26,1,1,2,0,1,10,10,0,11848.0,0.0,0.0045745128,8962.7,1530.2,437.2,437.2,2404.6,2186.0,1748.8,1530.2,0.0,874.4,218.6,0.0,1093.0,8962.7,2404.6,2623.2,1311.6,218.6,7432.5,1530.2,8962.7,5683.7,218.6,218.6,437.2,0.0,218.6,2186.0
"Block 1003, Block Group 1, Census Tract 15.03, Mesa County, Colorado",08,077,1003,001503,080770015031003,1,1,0,2,3,4,1,2,0,0,1,3,13,2,3,2,0,13,12,1,13,7,0,0,0,0,2,4,4,0,20286.0,0.0,0.0078324246,1659.8,127.7,127.7,0.0,255.3,383.0,510.7,127.7,255.3,0.0,0.0,127.7,383.0,1659.8,255.3,383.0,255.3,0.0,1532.1,127.7,1659.8,893.7,0.0,0.0,0.0,0.0,255.3,510.7
"Block 1004, Block Group 1, Census Tract 15.03, Mesa County, Colorado",08,077,1004,001503,080770015031004,4,7,4,15,0,5,7,1,10,3,1,14,42,15,16,6,11,42,36,6,42,34,0,0,0,0,2,6,6,0,16978.0,0.0,0.0065552058,6407.1,610.2,1067.9,610.2,2288.3,0.0,762.8,1067.9,152.6,1525.5,457.7,152.6,2135.7,6407.1,2288.3,2440.8,915.3,1678.1,5491.8,915.3,6407.1,5186.7,0.0,0.0,0.0,0.0,305.1,915.3
"Block 1005, Block Group 1, Census Tract 15.03, Mesa County, Colorado",08,077,1005,001503,080770015031005,0,4,0,4,12,3,2,5,1,0,9,15,36,4,18,8,5,36,35,1,36,29,1,0,1,0,1,4,4,0,16919.0,0.0,0.0065324258999999996,5511.0,0.0,612.3,0.0,612.3,1837.0,459.2,306.2,765.4,153.1,0.0,1377.7,2296.2,5511.0,612.3,2755.5,1224.7,765.4,5357.9,153.1,5511.0,4439.4,153.1,0.0,153.1,0.0,153.1,612.3
"Block 1006, Block Group 1, Census Tract 15.03, Mesa County, Colorado",08,077,1006,001503,080770015031006,9,2,8,19,0,6,5,8,5,9,0,19,52,19,15,4,11,52,41,11,52,36,1,5,2,0,2,6,6,0,36813.0,0.0,0.0142134993,3658.5,633.2,140.7,562.8,1336.8,0.0,422.1,351.8,562.8,351.8,633.2,0.0,1336.8,3658.5,1336.8,1055.3,281.4,773.9,2884.6,773.9,3658.5,2532.8,70.4,351.8,140.7,0.0,140.7,422.1
"Block 1008, Block Group 1, Census Tract 15.03, Mesa County, Colorado",08,077,1008,001503,080770015031008,4,9,4,17,0,2,8,0,24,0,2,26,53,17,21,7,4,53,48,5,53,46,0,0,0,0,4,3,3,0,21498.0,0.0,0.0083003778,6385.3,481.9,1084.3,481.9,2048.1,0.0,241.0,963.8,0.0,2891.4,0.0,241.0,3132.4,6385.3,2048.1,2530.0,843.3,481.9,5782.9,602.4,6385.3,5541.9,0.0,0.0,0.0,0.0,481.9,361.4
"Block 1009, Block Group 1, Census Tract 15.03, Mesa County, Colorado",08,077,1009,001503,080770015031009,5,2,5,12,3,5,4,3,5,3,2,11,37,12,12,5,0,37,34,3,37,29,0,2,0,0,0,6,6,0,14430.0,0.0,0.005571423,6641.0,897.4,359.0,897.4,2153.8,538.5,897.4,717.9,538.5,897.4,538.5,359.0,1974.4,6641.0,2153.8,2153.8,897.4,0.0,6102.6,538.5,6641.0,5205.1,0.0,359.0,0.0,0.0,0.0,1076.9
"Block 1010, Block Group 1, Census Tract 15.03, Mesa County, Colorado",08,077,1010,001503,080770015031010,0,11,1,12,13,6,0,3,1,1,1,3,37,11,9,3,4,37,30,7,37,31,0,1,0,0,3,2,2,0,8692.0,0.0,0.0033559812,11025.1,0.0,3277.7,298.0,3575.7,3873.7,1787.9,0.0,893.9,298.0,298.0,298.0,893.9,11025.1,3277.7,2681.8,893.9,1191.9,8939.3,2085.8,11025.1,9237.2,0.0,298.0,0.0,0.0,893.9,596.0
"Block 2001, Block Group 2, Census Tract 8.02, Mesa County, Colorado",08,077,2001,000802,080770008022001,0,2,0,2,0,2,0,1,3,0,0,4,8,2,1,0,0,8,3,5,8,1,0,0,0,0,4,3,3,0,63431.0,0.0,0.0244907091,326.7,0.0,81.7,0.0,81.7,0.0,81.7,0.0,40.8,122.5,0.0,0.0,163.3,326.7,81.7,40.8,0.0,0.0,122.5,204.2,326.7,40.8,0.0,0.0,0.0,0.0,163.3,122.5
"Block 2002, Block Group 2, Census Tract 8.02, Mesa County, Colorado",08,077,2002,000802,080770008022002,9,22,1,32,25,31,11,16,25,9,8,57,157,32,72,44,12,157,143,14,157,146,0,2,0,0,9,0,0,0,122285.0,0.0,0.0472142385,3325.3,190.6,466.0,21.2,677.8,529.5,656.6,233.0,338.9,529.5,190.6,169.4,1207.3,3325.3,677.8,1525.0,931.9,254.2,3028.7,296.5,3325.3,3092.3,0.0,42.4,0.0,0.0,190.6,0.0
"Block 2003, Block Group 2, Census Tract 8.02, Mesa County, Colorado",08,077,2003,000802,080770008022003,0,4,0,4,13,7,4,0,3,8,1,12,40,4,23,6,9,40,38,2,40,35,0,0,0,0,4,1,1,0,16937.0,0.0,0.0065393757,6116.8,0.0,611.7,0.0,611.7,1988.0,1070.4,611.7,0.0,458.8,1223.4,152.9,1835.0,6116.8,611.7,3517.2,917.5,1376.3,5811.0,305.8,6116.8,5352.2,0.0,0.0,0.0,0.0,611.7,152.9
"Block 1006, Block Group 1, Census Tract 14.03, Mesa County, Colorado",08,077,1006,001403,080770014031006,5,9,7,21,1,9,7,15,9,2,13,33,77,21,27,1,19,77,73,4,77,71,0,0,0,0,0,6,6,0,38743.0,0.0,0.0149586723,5147.5,334.3,601.7,468.0,1403.9,66.9,601.7,468.0,1002.8,601.7,133.7,869.1,2206.1,5147.5,1403.9,1805.0,66.9,1270.2,4880.1,267.4,5147.5,4746.4,0.0,0.0,0.0,0.0,0.0,401.1
"Block 1008, Block Group 1, Census Tract 14.03, Mesa County, Colorado",08,077,1008,001403,080770014031008,15,20,21,56,26,8,5,15,28,16,8,60,159,49,58,30,18,159,158,1,159,155,0,2,0,0,1,1,1,2,112384.0,0.0,0.0433914624,3664.3,345.7,460.9,484.0,1290.6,599.2,184.4,115.2,345.7,645.3,368.7,184.4,1382.8,3664.3,1129.3,1336.7,691.4,414.8,3641.3,23.0,3664.3,3572.1,0.0,46.1,0.0,0.0,23.0,23.0
"Block 1009, Block Group 1, Census Tract 14.03, Mesa County, Colorado",08,077,1009,001403,080770014031009,4,1,1,6,3,3,3,3,9,5,2,18,34,6,14,6,6,34,28,6,34,23,0,0,0,0,5,6,6,0,17309.0,0.0,0.0066830049,5087.5,598.5,149.6,149.6,897.8,448.9,448.9,448.9,448.9,1346.7,748.2,299.3,2693.4,5087.5,897.8,2094.9,897.8,897.8,4189.7,897.8,5087.5,3441.6,0.0,0.0,0.0,0.0,748.2,897.8
"Block 1010, Block Group 1, Census Tract 14.03, Mesa County, Colorado",08,077,1010,001403,080770014031010,1,11,2,14,12,10,10,4,14,4,1,19,69,12,26,17,8,69,66,3,69,58,1,0,0,0,3,7,7,2,68219.0,0.0,0.0263393559,2619.7,38.0,417.6,75.9,531.5,455.6,379.7,379.7,151.9,531.5,151.9,38.0,721.4,2619.7,455.6,987.1,645.4,303.7,2505.8,113.9,2619.7,2202.0,38.0,0.0,0.0,0.0,113.9,265.8
"Block 1014, Block Group 1, Census Tract 14.03, Mesa County, Colorado",08,077,1014,001403,080770014031014,0,0,0,0,1,4,2,5,15,1,2,19,30,0,6,1,2,30,28,2,30,23,0,0,0,0,0,7,7,0,79331.0,0.0,0.0306296991,979.4,0.0,0.0,0.0,0.0,32.6,130.6,65.3,163.2,489.7,32.6,65.3,620.3,979.4,0.0,195.9,32.6,65.3,914.1,65.3,979.4,750.9,0.0,0.0,0.0,0.0,0.0,228.5
"Block 1015, Block Group 1, Census Tract 14.03, Mesa County, Colorado",08,077,1015,001403,080770014031015,1,8,12,21,8,11,7,0,5,0,0,5,52,21,10,3,2,52,47,5,52,52,0,0,0,0,0,0,0,0,58459.0,0.0,0.0225710199,2303.8,44.3,354.4,531.7,930.4,354.4,487.4,310.1,0.0,221.5,0.0,0.0,221.5,2303.8,930.4,443.0,132.9,88.6,2082.3,221.5,2303.8,2303.8,0.0,0.0,0.0,0.0,0.0,0.0
"Block 1016, Block Group 1, Census Tract 14.03, Mesa County, Colorado",08,077,1016,001403,080770014031016,3,2,0,5,0,0,3,4,9,0,0,9,21,5,9,7,2,21,21,0,21,19,0,0,2,0,0,0,0,0,20638.0,0.0,0.0079683318,2635.4,376.5,251.0,0.0,627.5,0.0,0.0,376.5,502.0,1129.5,0.0,0.0,1129.5,2635.4,627.5,1129.5,878.5,251.0,2635.4,0.0,2635.4,2384.4,0.0,0.0,251.0,0.0,0.0,0.0
"Block 1038, Block Group 1, Census Tract 8.02, Mesa County, Colorado",08,077,1038,000802,080770008021038,5,5,10,20,7,50,30,10,28,10,0,41,154,20,78,28,15,154,134,20,154,121,2,4,9,6,6,6,6,2,79354.0,0.0,0.0306385794,5026.3,163.2,163.2,326.4,652.8,228.5,1631.9,979.2,326.4,913.9,326.4,0.0,1338.2,5026.3,652.8,2545.8,913.9,489.6,4373.6,652.8,5026.3,3949.3,65.3,130.6,293.7,195.8,195.8,195.8
"Block 1039, Block Group 1, Census Tract 8.02, Mesa County, Colorado",08,077,1039,000802,080770008021039,0,1,0,1,1,1,3,0,2,5,0,7,13,1,5,0,2,13,9,4,13,12,0,0,0,0,1,0,0,0,14736.0,0.0,0.0056895695999999996,2284.9,0.0,175.8,0.0,175.8,175.8,175.8,527.3,0.0,351.5,878.8,0.0,1230.3,2284.9,175.8,878.8,0.0,351.5,1581.8,703.0,2284.9,2109.1,0.0,0.0,0.0,0.0,175.8,0.0
"Block 1042, Block Group 1, Census Tract 8.02, Mesa County, Colorado",08,077,1042,000802,080770008021042,4,5,2,11,7,3,2,3,0,1,0,2,27,11,6,5,4,27,22,5,27,11,0,1,4,0,1,10,10,0,10776.0,0.0,0.0041606136,6489.4,961.4,1201.7,480.7,2643.8,1682.4,721.0,480.7,721.0,0.0,240.3,0.0,480.7,6489.4,2643.8,1442.1,1201.7,961.4,5287.7,1201.7,6489.4,2643.8,0.0,240.3,961.4,0.0,240.3,2403.5
"Block 1044, Block Group 1, Census Tract 8.02, Mesa County, Colorado",08,077,1044,000802,080770008021044,10,12,7,29,9,11,10,3,16,9,2,30,89,29,22,2,5,89,62,27,89,55,0,0,1,0,5,28,28,0,31167.0,0.0,0.0120335787,7396.0,831.0,997.2,581.7,2409.9,747.9,914.1,831.0,249.3,1329.6,747.9,166.2,2493.0,7396.0,2409.9,1828.2,166.2,415.5,5152.2,2243.7,7396.0,4570.5,0.0,0.0,83.1,0.0,415.5,2326.8
"Block 1045, Block Group 1, Census Tract 8.02, Mesa County, Colorado",08,077,1045,000802,080770008021045,7,6,5,18,15,1,7,8,12,0,2,19,63,18,24,8,9,63,54,9,63,48,1,0,0,0,4,10,10,0,20428.0,0.0,0.0078872508,7987.6,887.5,760.7,633.9,2282.2,1901.8,126.8,887.5,1014.3,1521.4,0.0,253.6,2409.0,7987.6,2282.2,3042.9,1014.3,1141.1,6846.5,1141.1,7987.6,6085.8,126.8,0.0,0.0,0.0,507.1,1267.9
"Block 1047, Block Group 1, Census Tract 8.02, Mesa County, Colorado",08,077,1047,000802,080770008021047,3,13,5,21,0,8,9,6,4,5,1,15,54,21,23,12,6,54,46,8,54,44,0,1,0,0,0,9,9,0,34504.0,0.0,0.0133219944,4053.4,225.2,975.8,375.3,1576.3,0.0,600.5,675.6,450.4,300.3,375.3,75.1,1126.0,4053.4,1576.3,1726.5,900.8,450.4,3452.9,600.5,4053.4,3302.8,0.0,75.1,0.0,0.0,0.0,675.6
"Block 1048, Block Group 1, Census Tract 8.02, Mesa County, Colorado",08,077,1048,000802,080770008021048,1,0,0,1,1,1,0,0,1,0,0,1,4,1,1,1,0,4,0,4,4,1,0,0,0,0,0,3,3,0,5862.0,0.0,0.0022633182,1767.3,441.8,0.0,0.0,441.8,441.8,441.8,0.0,0.0,441.8,0.0,0.0,441.8,1767.3,441.8,441.8,441.8,0.0,0.0,1767.3,1767.3,441.8,0.0,0.0,0.0,0.0,0.0,1325.5
"Block 1049, Block Group 1, Census Tract 8.02, Mesa County, Colorado",08,077,1049,000802,080770008021049,1,2,8,11,16,6,12,6,12,0,4,20,67,11,28,15,2,67,47,20,67,56,0,0,0,0,5,6,6,5,33400.0,0.0,0.01289574,5195.5,77.5,155.1,620.4,853.0,1240.7,465.3,930.5,465.3,930.5,0.0,310.2,1550.9,5195.5,853.0,2171.3,1163.2,155.1,3644.6,1550.9,5195.5,4342.5,0.0,0.0,0.0,0.0,387.7,465.3
"Block 1050, Block Group 1, Census Tract 8.02, Mesa County, Colorado",08,077,1050,000802,080770008021050,2,1,7,10,5,16,10,9,0,0,0,8,50,10,14,1,2,50,44,6,50,46,0,0,0,0,2,2,2,0,15547.0,0.0,0.0060026967,8329.6,333.2,166.6,1166.1,1665.9,833.0,2665.5,1665.9,1499.3,0.0,0.0,0.0,1332.7,8329.6,1665.9,2332.3,166.6,333.2,7330.0,999.6,8329.6,7663.2,0.0,0.0,0.0,0.0,333.2,333.2
"Block 1051, Block Group 1, Census Tract 8.02, Mesa County, Colorado",08,077,1051,000802,080770008021051,7,8,7,22,1,2,6,3,2,1,0,6,37,21,7,7,0,37,13,24,37,21,0,0,0,0,5,11,11,0,8706.0,0.0,0.0033613866,11007.4,2082.5,2380.0,2082.5,6544.9,297.5,595.0,1785.0,892.5,595.0,297.5,0.0,1785.0,11007.4,6247.4,2082.5,2082.5,0.0,3867.5,7139.9,11007.4,6247.4,0.0,0.0,0.0,0.0,1487.5,3272.5
"Block 1052, Block Group 1, Census Tract 8.02, Mesa County, Colorado",08,077,1052,000802,080770008021052,7,3,2,12,0,1,15,9,3,1,1,13,42,12,9,0,3,42,28,14,42,27,0,0,0,0,0,15,15,0,13555.0,0.0,0.0052335854999999995,8025.1,1337.5,573.2,382.1,2292.9,0.0,191.1,2866.1,1719.7,573.2,191.1,191.1,2484.0,8025.1,2292.9,1719.7,0.0,573.2,5350.1,2675.0,8025.1,5159.0,0.0,0.0,0.0,0.0,0.0,2866.1
"Block 1053, Block Group 1, Census Tract 8.02, Mesa County, Colorado",08,077,1053,000802,080770008021053,0,12,5,17,4,18,0,1,1,0,0,2,41,17,14,8,5,41,32,9,41,36,0,1,0,0,1,3,3,0,19347.0,0.0,0.0074698767,5488.7,0.0,1606.5,669.4,2275.8,535.5,2409.7,0.0,133.9,133.9,0.0,0.0,267.7,5488.7,2275.8,1874.2,1071.0,669.4,4283.9,1204.8,5488.7,4819.4,0.0,133.9,0.0,0.0,133.9,401.6
"Block 1054, Block Group 1, Census Tract 8.02, Mesa County, Colorado",08,077,1054,000802,080770008021054,12,6,9,27,27,9,12,1,5,2,0,7,83,24,30,12,13,83,65,18,83,56,0,0,0,0,5,22,22,0,26156.0,0.0,0.0100988316,8218.8,1188.3,594.1,891.2,2673.6,2673.6,891.2,1188.3,99.0,495.1,198.0,0.0,693.1,8218.8,2376.5,2970.6,1188.3,1287.3,6436.4,1782.4,8218.8,5545.2,0.0,0.0,0.0,0.0,495.1,2178.5
"Block 1055, Block Group 1, Census Tract 8.02, Mesa County, Colorado",08,077,1055,000802,080770008021055,2,4,2,8,6,6,0,11,5,0,0,5,36,8,11,2,5,36,16,20,36,18,1,3,0,0,7,7,7,2,9666.0,0.0,0.0037320426,9646.2,535.9,1071.8,535.9,2143.6,1607.7,1607.7,0.0,2947.4,1339.7,0.0,0.0,1339.7,9646.2,2143.6,2947.4,535.9,1339.7,4287.2,5359.0,9646.2,4823.1,267.9,803.8,0.0,0.0,1875.6,1875.6
"Block 1056, Block Group 1, Census Tract 8.02, Mesa County, Colorado",08,077,1056,000802,080770008021056,14,6,2,22,11,3,1,0,0,1,0,1,38,22,10,3,3,38,31,7,38,28,0,0,0,0,4,6,6,0,9631.0,0.0,0.0037185291,10219.1,3764.9,1613.5,537.8,5916.3,2958.2,806.8,268.9,0.0,0.0,268.9,0.0,268.9,10219.1,5916.3,2689.2,806.8,806.8,8336.6,1882.5,10219.1,7529.9,0.0,0.0,0.0,0.0,1075.7,1613.5
"Block 1057, Block Group 1, Census Tract 8.02, Mesa County, Colorado",08,077,1057,000802,080770008021057,6,1,11,18,9,21,7,13,1,5,0,7,74,18,24,6,10,74,53,21,74,55,0,0,0,0,6,13,13,0,24902.0,0.0,0.0096146622,7696.6,624.0,104.0,1144.1,1872.1,936.1,2184.2,728.1,1352.1,104.0,520.0,0.0,728.1,7696.6,1872.1,2496.2,624.0,1040.1,5512.4,2184.2,7696.6,5720.4,0.0,0.0,0.0,0.0,624.0,1352.1
"Block 1058, Block Group 1, Census Tract 8.02, Mesa County, Colorado",08,077,1058,000802,080770008021058,3,1,1,5,2,10,0,1,4,1,1,7,24,5,12,5,0,24,19,5,24,16,1,0,0,0,0,7,7,0,11359.0,0.0,0.0043857099,5472.3,684.0,228.0,228.0,1140.1,456.0,2280.1,0.0,228.0,912.1,228.0,228.0,1596.1,5472.3,1140.1,2736.2,1140.1,0.0,4332.3,1140.1,5472.3,3648.2,228.0,0.0,0.0,0.0,0.0,1596.1
"Block 1059, Block Group 1, Census Tract 8.02, Mesa County, Colorado",08,077,1059,000802,080770008021059,5,14,3,22,11,17,4,3,10,14,1,28,82,22,36,7,10,82,67,15,82,64,0,2,0,0,3,13,13,1,63765.0,0.0,0.024619666499999998,3330.7,203.1,568.7,121.9,893.6,446.8,690.5,162.5,121.9,406.2,568.7,40.6,1137.3,3330.7,893.6,1462.2,284.3,406.2,2721.4,609.3,3330.7,2599.5,0.0,81.2,0.0,0.0,121.9,528.0
"Block 1060, Block Group 1, Census Tract 8.02, Mesa County, Colorado",08,077,1060,000802,080770008021060,4,2,11,17,5,17,1,3,2,1,9,13,55,17,11,7,1,55,24,31,55,39,0,2,0,0,9,5,5,0,9020.0,0.0,0.003482622,15792.7,1148.6,574.3,3158.5,4881.4,1435.7,4881.4,287.1,861.4,574.3,287.1,2584.3,3732.8,15792.7,4881.4,3158.5,2010.0,287.1,6891.4,8901.3,15792.7,11198.5,0.0,574.3,0.0,0.0,2584.3,1435.7
"Block 1061, Block Group 1, Census Tract 8.02, Mesa County, Colorado",08,077,1061,000802,080770008021061,0,1,0,1,0,12,0,0,8,0,0,8,21,1,4,0,3,21,21,0,21,18,0,0,0,0,0,3,3,0,9036.0,0.0,0.0034887996,6019.3,0.0,286.6,0.0,286.6,0.0,3439.6,0.0,0.0,2293.1,0.0,0.0,2293.1,6019.3,286.6,1146.5,0.0,859.9,6019.3,0.0,6019.3,5159.4,0.0,0.0,0.0,0.0,0.0,859.9
"Block 1062, Block Group 1, Census Tract 8.02, Mesa County, Colorado",08,077,1062,000802,080770008021062,4,2,3,9,3,1,4,5,5,4,2,16,33,8,9,4,1,33,27,6,33,17,4,1,0,0,0,11,11,0,11151.0,0.0,0.0043054011,7664.8,929.1,464.5,696.8,2090.4,696.8,232.3,929.1,1161.3,1161.3,929.1,464.5,3716.3,7664.8,1858.1,2090.4,929.1,232.3,6271.2,1393.6,7664.8,3948.5,929.1,232.3,0.0,0.0,0.0,2554.9
"Block 1063, Block Group 1, Census Tract 8.02, Mesa County, Colorado",08,077,1063,000802,080770008021063,0,1,1,2,2,13,6,7,0,0,0,5,30,2,12,0,8,30,19,11,30,13,0,10,2,0,0,5,5,0,14490.0,0.0,0.005594589,5362.3,0.0,178.7,178.7,357.5,357.5,2323.7,1072.5,1251.2,0.0,0.0,0.0,893.7,5362.3,357.5,2144.9,0.0,1430.0,3396.1,1966.2,5362.3,2323.7,0.0,1787.4,357.5,0.0,0.0,893.7
"Block 1064, Block Group 1, Census Tract 8.02, Mesa County, Colorado",08,077,1064,000802,080770008021064,12,8,5,25,12,3,9,8,10,1,5,17,71,25,23,12,2,71,48,23,71,49,0,0,0,0,4,18,18,0,27186.0,0.0,0.0104965146,6764.2,1143.2,762.2,476.3,2381.7,1143.2,285.8,857.4,762.2,952.7,95.3,476.3,1619.6,6764.2,2381.7,2191.2,1143.2,190.5,4572.9,2191.2,6764.2,4668.2,0.0,0.0,0.0,0.0,381.1,1714.9
"Block 1065, Block Group 1, Census Tract 8.02, Mesa County, Colorado",08,077,1065,000802,080770008021065,0,5,3,8,11,2,2,7,3,0,0,9,33,8,8,2,4,33,28,5,33,28,0,1,0,0,0,4,4,0,41853.0,0.0,0.0161594433,2042.1,0.0,309.4,185.6,495.1,680.7,123.8,123.8,433.2,185.6,0.0,0.0,556.9,2042.1,495.1,495.1,123.8,247.5,1732.7,309.4,2042.1,1732.7,0.0,61.9,0.0,0.0,0.0,247.5
"Block 1066, Block Group 1, Census Tract 8.02, Mesa County, Colorado",08,077,1066,000802,080770008021066,2,2,2,6,5,6,4,2,3,1,0,6,27,6,11,8,1,27,20,7,27,23,0,2,0,0,1,1,1,0,13178.0,0.0,0.0050880258,5306.6,393.1,393.1,393.1,1179.2,982.7,1179.2,786.2,393.1,589.6,196.5,0.0,1179.2,5306.6,1179.2,2161.9,1572.3,196.5,3930.8,1375.8,5306.6,4520.4,0.0,393.1,0.0,0.0,196.5,196.5
"Block 1067, Block Group 1, Census Tract 8.02, Mesa County, Colorado",08,077,1067,000802,080770008021067,7,3,1,11,16,1,0,1,2,2,1,6,34,11,12,1,6,34,30,4,34,26,0,2,0,0,3,3,3,0,11816.0,0.0,0.0045621576,7452.6,1534.4,657.6,219.2,2411.1,3507.1,219.2,0.0,219.2,438.4,438.4,219.2,1315.2,7452.6,2411.1,2630.3,219.2,1315.2,6575.8,876.8,7452.6,5699.1,0.0,438.4,0.0,0.0,657.6,657.6
"Block 1069, Block Group 1, Census Tract 8.02, Mesa County, Colorado",08,077,1069,000802,080770008021069,1,2,6,9,11,3,0,6,1,1,0,6,31,8,10,7,2,31,27,4,31,19,3,2,0,0,1,6,6,0,38165.0,0.0,0.0147355065,2103.8,67.9,135.7,407.2,610.8,746.5,203.6,0.0,407.2,67.9,67.9,0.0,407.2,2103.8,542.9,678.6,475.0,135.7,1832.3,271.5,2103.8,1289.4,203.6,135.7,0.0,0.0,67.9,407.2
"Block 1011, Block Group 1, Census Tract 15.03, Mesa County, Colorado",08,077,1011,001503,080770015031011,3,6,9,18,2,12,4,1,9,10,4,24,60,18,11,2,3,60,47,13,60,54,0,0,0,0,0,6,6,4,16807.0,0.0,0.0064891827,9246.2,462.3,924.6,1386.9,2773.8,308.2,1849.2,616.4,154.1,1386.9,1541.0,616.4,3698.5,9246.2,2773.8,1695.1,308.2,462.3,7242.8,2003.3,9246.2,8321.5,0.0,0.0,0.0,0.0,0.0,924.6
"Block 1012, Block Group 1, Census Tract 15.03, Mesa County, Colorado",08,077,1012,001503,080770015031012,1,1,0,2,5,7,0,0,0,0,2,2,16,2,5,1,5,16,14,2,16,10,0,0,1,0,0,5,5,0,7236.0,0.0,0.0027938196,5726.9,357.9,357.9,0.0,715.9,1789.7,2505.5,0.0,0.0,0.0,0.0,715.9,715.9,5726.9,715.9,1789.7,357.9,1789.7,5011.1,715.9,5726.9,3579.3,0.0,0.0,357.9,0.0,0.0,1789.7
"Block 1013, Block Group 1, Census Tract 15.03, Mesa County, Colorado",08,077,1013,001503,080770015031013,4,15,23,42,7,9,29,69,11,18,20,76,205,31,131,30,53,205,185,20,205,186,0,5,0,0,1,13,13,0,83174.0,0.0,0.0321134814,6383.6,124.6,467.1,716.2,1307.9,218.0,280.3,903.0,2148.6,342.5,560.5,622.8,2366.6,6383.6,965.3,4079.3,934.2,1650.4,5760.8,622.8,6383.6,5792.0,0.0,155.7,0.0,0.0,31.1,404.8
"Block 1014, Block Group 1, Census Tract 15.03, Mesa County, Colorado",08,077,1014,001503,080770015031014,4,9,10,23,0,10,13,6,12,1,2,20,67,23,24,7,2,67,48,19,67,54,4,0,0,0,6,3,3,0,25457.0,0.0,0.0098289477,6816.6,407.0,915.7,1017.4,2340.0,0.0,1017.4,1322.6,610.4,1220.9,101.7,203.5,2034.8,6816.6,2340.0,2441.8,712.2,203.5,4883.5,1933.1,6816.6,5494.0,407.0,0.0,0.0,0.0,610.4,305.2
