NAME,Total Population,Total Population Under 18,Total Households,Households w/ One or More Under 18,Households w/ One or More 65 and Over,Total Population - For Hispanic or Latino,Total Population Non-Hispanic or Latino,Total Population Hispanic or Latino,Total Population Race,Total Population - White,Total Population - Black or African American,American Indian or Alaska Native,Asian,Native Hawaiian or Other Pacific Islander,Some Other Race,Two or More Races - P3 Table,Two or More Races,Female ages something,state,county,tract,block,GEOID20,18 and younger,Ages 19-29,Ages 30-39,Ages 40-49,Ages 50-59,Ages 60-69,Ages 70-79,Ages 80 and older,ALAND20,AWATER20,total_sq_miles,Pop. Density,Pop. Density - 18 and younger,Pop. Density - Ages 30-39,Pop. Density - Ages 40-49,Pop. Density - Ages 50-59,Pop. Density - Ages 60-69,Pop. Density - Ages 70-79,Pop. Density - Ages 80 and older,Pop. Density - Total Population,Pop. Density - Total Population Under 18,Pop. Density - Total Households,Pop. Density - Households w/ One or More Under 18,Pop. Density - Households w/ One or More 65 and Over,Pop. Density - Total Population Non-Hispanic or Latino,Pop. Density - Total Population Hispanic or Latino,Pop. Density - Total Population Race,Pop. Density - Total Population - White,Pop. Density - Total Population - Black or African American,Pop. Density - American Indian or Alaska Native,Pop. Density - Asian,Pop. Density - Native Hawaiian or Other Pacific Islander,Pop. Density - Some Other Race,Pop. Density - Two or More Races
"Block 3001, Block Group 3, Census Tract 45.05, Denver County, Colorado",87,27,24,13,0,87,16,71,87,29,8,0,2,0,25,23,23,0,08,031,004505,3001,080310045053001,27,18,20,9,10,0,0,3,20119,0,0.0077679459,11199.9,3475.8,2574.7,1158.6,1287.3,0.0,0.0,386.2,11199.9,3475.8,3089.6,1673.5,0.0,2059.7,9140.1,11199.9,3733.3,1029.9,0.0,257.5,0.0,3218.4,2960.9
"Block 2020, Block Group 2, Census Tract 15, Denver County, Colorado",36,11,17,1,5,36,16,20,36,28,0,0,0,0,4,4,4,0,08,031,001500,2020,080310015002020,11,16,0,6,3,0,0,0,9799,0,0.0037833939,9515.3,2907.4,0.0,1585.9,792.9,0.0,0.0,0.0,9515.3,2907.4,4493.3,264.3,1321.6,4229.0,5286.3,9515.3,7400.8,0.0,0.0,0.0,0.0,1057.3,1057.3
"Block 2021, Block Group 2, Census Tract 15, Denver County, Colorado",69,19,23,2,6,69,24,45,69,25,3,1,1,0,25,14,14,2,08,031,001500,2021,080310015002021,19,1,21,2,9,8,6,3,18218,0,0.0070339697999999996,9809.5,2701.2,2985.5,284.3,1279.5,1137.3,853.0,426.5,9809.5,2701.2,3269.8,284.3,853.0,3412.0,6397.5,9809.5,3554.2,426.5,142.2,142.2,0.0,3554.2,1990.3
"Block 2022, Block Group 2, Census Tract 15, Denver County, Colorado",47,4,25,8,8,47,13,34,47,19,0,2,0,0,16,10,10,0,08,031,001500,2022,080310015002022,4,6,1,20,8,5,1,2,19359,0,0.0074745099,6288.0,535.2,133.8,2675.8,1070.3,668.9,133.8,267.6,6288.0,535.2,3344.7,1070.3,1070.3,1739.2,4548.8,6288.0,2542.0,0.0,267.6,0.0,0.0,2140.6,1337.9
"Block 2023, Block Group 2, Census Tract 15, Denver County, Colorado",69,13,30,13,4,69,15,54,69,23,3,1,0,0,23,19,19,0,08,031,001500,2023,080310015002023,15,11,24,7,8,3,1,0,17738,0,0.0068486418,10075.0,2190.2,3504.3,1022.1,1168.1,438.0,146.0,0.0,10075.0,1898.2,4380.4,1898.2,584.1,2190.2,7884.8,10075.0,3358.3,438.0,146.0,0.0,0.0,3358.3,2774.3
"Block 2024, Block Group 2, Census Tract 15, Denver County, Colorado",27,5,8,2,2,27,8,19,27,8,1,0,0,0,16,2,2,0,08,031,001500,2024,080310015002024,5,7,0,3,8,2,2,0,7610,0,0.002938221,9189.2,1701.7,0.0,1021.0,2722.7,680.7,680.7,0.0,9189.2,1701.7,2722.7,680.7,680.7,2722.7,6466.5,9189.2,2722.7,340.3,0.0,0.0,0.0,5445.5,680.7
"Block 2025, Block Group 2, Census Tract 15, Denver County, Colorado",44,14,12,8,2,44,11,33,44,17,0,2,0,0,14,11,11,0,08,031,001500,2025,080310015002025,15,14,5,3,0,6,0,1,10260,0,0.003961386,11107.2,3786.6,1262.2,757.3,0.0,1514.6,0.0,252.4,11107.2,3534.1,3029.2,2019.5,504.9,2776.8,8330.4,11107.2,4291.4,0.0,504.9,0.0,0.0,3534.1,2776.8
"Block 2026, Block Group 2, Census Tract 15, Denver County, Colorado",35,11,15,7,7,35,10,25,35,10,0,1,0,0,14,10,10,0,08,031,001500,2026,080310015002026,11,2,9,8,2,3,0,0,15760,0,0.006084936,5751.9,1807.7,1479.1,1314.7,328.7,493.0,0.0,0.0,5751.9,1807.7,2465.1,1150.4,1150.4,1643.4,4108.5,5751.9,1643.4,0.0,164.3,0.0,0.0,2300.8,1643.4
"Block 2027, Block Group 2, Census Tract 15, Denver County, Colorado",64,8,26,10,4,64,17,47,64,24,0,3,0,0,24,13,13,0,08,031,001500,2027,080310015002027,8,12,16,5,6,10,5,2,20062,0,0.0077459382,8262.4,1032.8,2065.6,645.5,774.6,1291.0,645.5,258.2,8262.4,1032.8,3356.6,1291.0,516.4,2194.7,6067.7,8262.4,3098.4,0.0,387.3,0.0,0.0,3098.4,1678.3
"Block 1012, Block Group 1, Census Tract 30.02, Denver County, Colorado",61,9,28,10,10,61,60,1,61,50,2,0,4,0,0,5,5,0,08,031,003002,1012,080310030021012,9,12,15,4,9,7,2,3,20009,0,0.0077254749,7896.0,1165.0,1941.6,517.8,1165.0,906.1,258.9,388.3,7896.0,1165.0,3624.4,1294.4,1294.4,7766.5,129.4,7896.0,6472.1,258.9,0.0,517.8,0.0,0.0,647.2
"Block 2000, Block Group 2, Census Tract 30.02, Denver County, Colorado",52,8,25,6,2,52,49,3,52,48,0,0,0,0,3,1,1,0,08,031,003002,2000,080310030022000,8,16,8,8,2,4,4,2,20079,0,0.0077525019,6707.5,1031.9,1031.9,1031.9,258.0,516.0,516.0,258.0,6707.5,1031.9,3224.8,773.9,258.0,6320.5,387.0,6707.5,6191.5,0.0,0.0,0.0,0.0,387.0,129.0
"Block 2001, Block Group 2, Census Tract 30.02, Denver County, Colorado",59,2,26,8,10,59,48,11,59,43,0,0,0,0,2,14,14,0,08,031,003002,2001,080310030022001,3,19,7,11,5,11,3,0,20318,0,0.0078447798,7520.9,382.4,892.3,1402.2,637.4,1402.2,382.4,0.0,7520.9,254.9,3314.3,1019.8,1274.7,6118.7,1402.2,7520.9,5481.4,0.0,0.0,0.0,0.0,254.9,1784.6
"Block 2002, Block Group 2, Census Tract 30.02, Denver County, Colorado",51,12,23,2,18,51,46,5,51,45,0,0,0,0,0,6,6,0,08,031,003002,2002,080310030022002,12,4,19,10,0,1,5,0,20290,0,0.007833969,6510.1,1531.8,2425.3,1276.5,0.0,127.6,638.2,0.0,6510.1,1531.8,2935.9,255.3,2297.7,5871.9,638.2,6510.1,5744.2,0.0,0.0,0.0,0.0,0.0,765.9
"Block 2004, Block Group 2, Census Tract 30.02, Denver County, Colorado",58,4,24,12,3,58,54,4,58,41,0,2,5,0,0,10,10,1,08,031,003002,2004,080310030022004,6,9,34,2,3,4,0,0,20041,0,0.0077378301,7495.6,775.4,4394.0,258.5,387.7,516.9,0.0,0.0,7495.6,516.9,3101.6,1550.8,387.7,6978.7,516.9,7495.6,5298.6,0.0,258.5,646.2,0.0,0.0,1292.4
"Block 2005, Block Group 2, Census Tract 30.02, Denver County, Colorado",32,1,21,5,1,32,32,0,32,28,0,1,0,0,0,3,3,0,08,031,003002,2005,080310030022005,1,0,20,4,1,3,0,3,20131,0,0.0077725790999999995,4117.0,128.7,2573.1,514.6,128.7,386.0,0.0,386.0,4117.0,128.7,2701.8,643.3,128.7,4117.0,0.0,4117.0,3602.4,0.0,128.7,0.0,0.0,0.0,386.0
"Block 2006, Block Group 2, Census Tract 30.02, Denver County, Colorado",60,3,23,9,6,60,51,9,60,51,0,1,0,0,0,8,8,0,08,031,003002,2006,080310030022006,4,26,7,5,6,6,4,3,19731,0,0.0076181391,7875.9,525.1,918.9,656.3,787.6,787.6,525.1,393.8,7875.9,393.8,3019.1,1181.4,787.6,6694.5,1181.4,7875.9,6694.5,0.0,131.3,0.0,0.0,0.0,1050.1
"Block 2007, Block Group 2, Census Tract 30.02, Denver County, Colorado",63,14,25,13,1,63,62,1,63,61,0,0,0,0,0,2,2,0,08,031,003002,2007,080310030022007,14,9,16,12,5,6,0,1,19668,0,0.0075938148,8296.2,1843.6,2107.0,1580.2,658.4,790.1,0.0,131.7,8296.2,1843.6,3292.2,1711.9,131.7,8164.5,131.7,8296.2,8032.9,0.0,0.0,0.0,0.0,0.0,263.4
"Block 2008, Block Group 2, Census Tract 30.02, Denver County, Colorado",59,13,23,1,11,59,56,3,59,54,2,0,0,0,0,3,3,0,08,031,003002,2008,080310030022008,13,1,19,8,2,8,2,6,24969,0,0.0096405309,6120.0,1348.5,1970.8,829.8,207.5,829.8,207.5,622.4,6120.0,1348.5,2385.8,103.7,1141.0,5808.8,311.2,6120.0,5601.4,207.5,0.0,0.0,0.0,0.0,311.2
"Block 2009, Block Group 2, Census Tract 30.02, Denver County, Colorado",75,11,29,9,2,75,69,6,75,62,4,0,5,0,1,3,3,0,08,031,003002,2009,080310030022009,12,15,19,3,11,5,3,8,20136,0,0.0077745096,9646.9,1543.5,2443.9,385.9,1414.9,643.1,385.9,1029.0,9646.9,1414.9,3730.1,1157.6,257.3,8875.2,771.8,9646.9,7974.8,514.5,0.0,643.1,0.0,128.6,385.9
"Block 2010, Block Group 2, Census Tract 30.02, Denver County, Colorado",32,1,6,2,1,32,29,3,32,25,1,0,0,0,1,5,5,0,08,031,003002,2010,080310030022010,1,10,11,7,1,0,2,0,11697,0,0.0045162117,7085.6,221.4,2435.7,1550.0,221.4,0.0,442.8,0.0,7085.6,221.4,1328.5,442.8,221.4,6421.3,664.3,7085.6,5535.6,221.4,0.0,0.0,0.0,221.4,1107.1
"Block 2011, Block Group 2, Census Tract 30.02, Denver County, Colorado",24,8,14,0,10,24,20,4,24,20,0,1,0,0,3,0,0,0,08,031,003002,2011,080310030022011,8,2,2,6,5,1,0,0,19852,0,0.0076648572,3131.2,1043.7,260.9,782.8,652.3,130.5,0.0,0.0,3131.2,1043.7,1826.5,0.0,1304.7,2609.3,521.9,3131.2,2609.3,0.0,130.5,0.0,0.0,391.4,0.0
"Block 2012, Block Group 2, Census Tract 30.02, Denver County, Colorado",80,12,39,5,11,80,68,12,80,70,0,1,0,0,5,4,4,0,08,031,003002,2012,080310030022012,13,10,24,3,6,4,5,15,20034,0,0.0077351274,10342.4,1680.6,3102.7,387.8,775.7,517.1,646.4,1939.2,10342.4,1551.4,5041.9,646.4,1422.1,8791.1,1551.4,10342.4,9049.6,0.0,129.3,0.0,0.0,646.4,517.1
"Block 2013, Block Group 2, Census Tract 30.02, Denver County, Colorado",194,9,150,15,115,194,186,8,194,176,2,2,0,0,4,10,10,4,08,031,003002,2013,080310030022013,9,6,10,4,23,24,23,95,162204,0,0.0626269644,3097.7,143.7,159.7,63.9,367.3,383.2,367.3,1516.9,3097.7,143.7,2395.1,239.5,1836.3,2970.0,127.7,3097.7,2810.3,31.9,31.9,0.0,0.0,63.9,159.7
"Block 2014, Block Group 2, Census Tract 30.02, Denver County, Colorado",10,1,0,0,0,10,7,3,10,2,0,0,1,0,2,5,5,0,08,031,003002,2014,080310030022014,2,3,1,3,1,0,0,0,3946,0,0.0015235506,6563.6,1312.7,656.4,1969.1,656.4,0.0,0.0,0.0,6563.6,656.4,0.0,0.0,0.0,4594.5,1969.1,6563.6,1312.7,0.0,0.0,656.4,0.0,1312.7,3281.8
"Block 2008, Block Group 2, Census Tract 46.02, Denver County, Colorado",45,11,9,3,5,45,18,27,45,20,3,7,0,0,6,9,9,1,08,031,004602,2008,080310046022008,11,5,9,9,2,3,6,0,10758,0,0.0041536637999999996,10833.8,2648.3,2166.8,2166.8,481.5,722.3,1444.5,0.0,10833.8,2648.3,2166.8,722.3,1203.8,4333.5,6500.3,10833.8,4815.0,722.3,1685.3,0.0,0.0,1444.5,2166.8
"Block 2009, Block Group 2, Census Tract 46.02, Denver County, Colorado",71,12,21,7,2,71,30,41,71,28,4,8,3,0,14,14,14,2,08,031,004602,2009,080310046022009,14,4,29,7,9,5,2,1,21805,0,0.0084189105,8433.4,1662.9,3444.6,831.5,1069.0,593.9,237.6,118.8,8433.4,1425.4,2494.4,831.5,237.6,3563.4,4870.0,8433.4,3325.8,475.1,950.2,356.3,0.0,1662.9,1662.9
"Block 2010, Block Group 2, Census Tract 46.02, Denver County, Colorado",62,19,14,3,12,62,15,47,62,15,0,15,0,1,27,4,4,0,08,031,004602,2010,080310046022010,19,12,5,7,11,8,0,0,46227,0,0.017848244699999998,3473.7,1064.5,280.1,392.2,616.3,448.2,0.0,0.0,3473.7,1064.5,784.4,168.1,672.3,840.4,2633.3,3473.7,840.4,0.0,840.4,0.0,56.0,1512.8,224.1
"Block 2011, Block Group 2, Census Tract 46.02, Denver County, Colorado",61,10,21,1,3,61,35,26,61,25,5,5,3,0,12,11,11,0,08,031,004602,2011,080310046022011,10,5,13,15,4,7,5,2,18177,0,0.0070181397,8691.8,1424.9,1852.3,2137.3,570.0,997.4,712.4,285.0,8691.8,1424.9,2992.2,142.5,427.5,4987.1,3704.7,8691.8,3562.2,712.4,712.4,427.5,0.0,1709.9,1567.4
"Block 2012, Block Group 2, Census Tract 46.02, Denver County, Colorado",82,15,25,18,3,82,31,51,82,45,2,3,1,0,25,6,6,0,08,031,004602,2012,080310046022012,22,11,11,8,1,21,4,4,20651,0,0.0079733511,10284.3,2759.2,1379.6,1003.3,125.4,2633.8,501.7,501.7,10284.3,1881.3,3135.4,2257.5,376.3,3888.0,6396.3,10284.3,5643.8,250.8,376.3,125.4,0.0,3135.4,752.5
"Block 2013, Block Group 2, Census Tract 46.02, Denver County, Colorado",63,20,15,7,3,63,16,47,63,21,0,2,0,0,11,29,29,1,08,031,004602,2013,080310046022013,23,10,7,6,9,7,0,1,15103,0,0.0058312683,10803.8,3944.3,1200.4,1028.9,1543.4,1200.4,0.0,171.5,10803.8,3429.8,2572.3,1200.4,514.5,2743.8,8060.0,10803.8,3601.3,0.0,343.0,0.0,0.0,1886.4,4973.2
"Block 2014, Block Group 2, Census Tract 46.02, Denver County, Colorado",86,12,56,9,13,86,47,39,86,27,12,4,7,0,12,24,24,2,08,031,004602,2014,080310046022014,12,16,8,15,18,13,4,0,41942,0,0.0161938062,5310.7,741.0,494.0,926.3,1111.5,802.8,247.0,0.0,5310.7,741.0,3458.1,555.8,802.8,2902.3,2408.3,5310.7,1667.3,741.0,247.0,432.3,0.0,741.0,1482.0
"Block 2015, Block Group 2, Census Tract 46.02, Denver County, Colorado",444,191,109,62,13,444,7,437,444,57,1,5,2,0,306,73,73,0,08,031,004602,2015,080310046022015,195,50,65,57,62,16,5,0,38608,0,0.0149065488,29785.6,13081.5,4360.5,3823.8,4159.2,1073.4,335.4,0.0,29785.6,12813.2,7312.2,4159.2,872.1,469.6,29316.0,29785.6,3823.8,67.1,335.4,134.2,0.0,20527.9,4897.2
"Block 2016, Block Group 2, Census Tract 46.02, Denver County, Colorado",100,24,45,7,7,100,26,74,100,37,0,1,5,0,34,23,23,0,08,031,004602,2016,080310046022016,24,11,19,13,18,11,4,0,41382,0,0.0159775902,6258.8,1502.1,1189.2,813.6,1126.6,688.5,250.4,0.0,6258.8,1502.1,2816.4,438.1,438.1,1627.3,4631.5,6258.8,2315.7,0.0,62.6,312.9,0.0,2128.0,1439.5
"Block 2017, Block Group 2, Census Tract 46.02, Denver County, Colorado",58,15,24,13,4,58,34,24,58,39,0,1,0,0,7,11,11,0,08,031,004602,2017,080310046022017,15,8,13,12,6,4,0,0,21783,0,0.0084104163,6896.2,1783.5,1545.7,1426.8,713.4,475.6,0.0,0.0,6896.2,1783.5,2853.6,1545.7,475.6,4042.6,2853.6,6896.2,4637.1,0.0,118.9,0.0,0.0,832.3,1307.9
"Block 2018, Block Group 2, Census Tract 46.02, Denver County, Colorado",81,33,18,0,11,81,28,53,81,28,2,7,4,0,18,22,22,0,08,031,004602,2018,080310046022018,34,18,7,0,2,2,16,2,16211,0,0.0062590671,12941.2,5432.1,1118.4,0.0,319.5,319.5,2556.3,319.5,12941.2,5272.4,2875.8,0.0,1757.5,4473.5,8467.7,12941.2,4473.5,319.5,1118.4,639.1,0.0,2875.8,3514.9
"Block 2019, Block Group 2, Census Tract 46.02, Denver County, Colorado",60,8,16,1,2,60,17,43,60,26,0,0,0,0,23,11,11,4,08,031,004602,2019,080310046022019,9,8,10,7,9,7,9,1,13986,0,0.0053999946,11111.1,1666.7,1851.9,1296.3,1666.7,1296.3,1666.7,185.2,11111.1,1481.5,2963.0,185.2,370.4,3148.2,7963.0,11111.1,4814.8,0.0,0.0,0.0,0.0,4259.3,2037.0
"Block 2020, Block Group 2, Census Tract 46.02, Denver County, Colorado",49,17,15,2,10,49,18,31,49,29,1,7,3,0,0,9,9,0,08,031,004602,2020,080310046022020,18,8,10,3,3,4,3,0,13088,0,0.0050532768,9696.7,3562.0,1978.9,593.7,593.7,791.6,593.7,0.0,9696.7,3364.2,2968.4,395.8,1978.9,3562.0,6134.6,9696.7,5738.9,197.9,1385.2,593.7,0.0,0.0,1781.0
"Block 2021, Block Group 2, Census Tract 46.02, Denver County, Colorado",25,5,12,9,2,25,12,13,25,12,0,1,0,0,2,10,10,0,08,031,004602,2021,080310046022021,6,0,5,5,3,4,1,1,12450,0,0.004806945,5200.8,1248.2,1040.2,1040.2,624.1,832.1,208.0,208.0,5200.8,1040.2,2496.4,1872.3,416.1,2496.4,2704.4,5200.8,2496.4,0.0,208.0,0.0,0.0,416.1,2080.3
"Block 2022, Block Group 2, Census Tract 46.02, Denver County, Colorado",69,25,18,6,6,69,38,31,69,31,0,5,1,0,12,20,20,1,08,031,004602,2022,080310046022022,26,8,10,18,4,2,0,1,16231,0,0.0062667891,11010.4,4148.9,1595.7,2872.3,638.3,319.1,0.0,159.6,11010.4,3989.3,2872.3,957.4,957.4,6063.7,4946.7,11010.4,4946.7,0.0,797.9,159.6,0.0,1914.9,3191.4
"Block 3000, Block Group 3, Census Tract 46.02, Denver County, Colorado",273,37,122,35,28,273,106,167,273,119,10,12,15,0,87,30,30,6,08,031,004602,3000,080310046023000,37,79,56,22,43,28,8,4,61787,0,0.0238559607,11443.7,1551.0,2347.4,922.2,1802.5,1173.7,335.3,167.7,11443.7,1551.0,5114.0,1467.1,1173.7,4443.3,7000.3,11443.7,4988.3,419.2,503.0,628.8,0.0,3646.9,1257.5
"Block 3001, Block Group 3, Census Tract 46.02, Denver County, Colorado",52,11,22,5,9,52,19,33,52,15,1,1,2,0,21,12,12,2,08,031,004602,3001,080310046023001,14,4,7,12,10,4,1,0,30926,0,0.0119405286,4354.9,1172.5,586.2,1005.0,837.5,335.0,83.7,0.0,4354.9,921.2,1842.5,418.7,753.7,1591.2,2763.7,4354.9,1256.2,83.7,83.7,167.5,0.0,1758.7,1005.0
"Block 3002, Block Group 3, Census Tract 46.02, Denver County, Colorado",41,12,10,3,3,41,20,21,41,14,0,5,5,0,16,1,1,2,08,031,004602,3002,080310046023002,12,7,4,6,3,6,1,2,11564,0,0.0044648604,9182.8,2687.7,895.9,1343.8,671.9,1343.8,224.0,447.9,9182.8,2687.7,2239.7,671.9,671.9,4479.4,4703.4,9182.8,3135.6,0.0,1119.9,1119.9,0.0,3583.5,224.0
"Block 3003, Block Group 3, Census Tract 46.02, Denver County, Colorado",87,18,25,11,0,87,27,60,87,38,5,12,0,0,15,17,17,3,08,031,004602,3003,080310046023003,21,10,7,19,9,11,7,3,28695,0,0.0110791395,7852.6,1895.5,631.8,1714.9,812.3,992.9,631.8,270.8,7852.6,1624.7,2256.5,992.9,0.0,2437.0,5415.6,7852.6,3429.9,451.3,1083.1,0.0,0.0,1353.9,1534.4
"Block 3004, Block Group 3, Census Tract 46.02, Denver County, Colorado",65,20,26,5,11,65,23,42,65,37,0,2,0,0,10,16,16,1,08,031,004602,3004,080310046023004,20,6,8,6,10,10,5,1,29051,0,0.0112165911,5795.0,1783.1,713.2,534.9,891.5,891.5,445.8,89.2,5795.0,1783.1,2318.0,445.8,980.7,2050.5,3744.5,5795.0,3298.7,0.0,178.3,0.0,0.0,891.5,1426.5
"Block 3005, Block Group 3, Census Tract 46.02, Denver County, Colorado",71,9,25,15,6,71,34,37,71,36,4,4,4,0,14,9,9,0,08,031,004602,3005,080310046023005,16,18,6,14,4,3,1,9,23775,0,0.0091795275,7734.6,1743.0,653.6,1525.1,435.8,326.8,108.9,980.4,7734.6,980.4,2723.5,1634.1,653.6,3703.9,4030.7,7734.6,3921.8,435.8,435.8,435.8,0.0,1525.1,980.4
"Block 3006, Block Group 3, Census Tract 46.02, Denver County, Colorado",22,7,5,3,0,22,4,18,22,8,0,0,0,0,12,2,2,0,08,031,004602,3006,080310046023006,7,8,4,1,1,0,1,0,7075,0,0.0027316575,8053.7,2562.5,1464.3,366.1,366.1,0.0,366.1,0.0,8053.7,2562.5,1830.4,1098.2,0.0,1464.3,6589.4,8053.7,2928.6,0.0,0.0,0.0,0.0,4392.9,732.2
"Block 2025, Block Group 2, Census Tract 83.87, Denver County, Colorado",97,30,28,15,7,97,37,60,97,14,22,0,0,0,37,24,24,0,08,031,008387,2025,080310083872025,31,7,16,12,18,11,3,0,25260,0,0.009752886,9945.8,3178.5,1640.5,1230.4,1845.6,1127.9,307.6,0.0,9945.8,3076.0,2870.9,1538.0,717.7,3793.7,6152.0,9945.8,1435.5,2255.7,0.0,0.0,0.0,3793.7,2460.8
"Block 2026, Block Group 2, Census Tract 83.87, Denver County, Colorado",82,28,26,16,5,82,25,57,82,15,19,0,1,0,38,9,9,0,08,031,008387,2026,080310083872026,28,12,6,3,8,13,7,5,24461,0,0.0094443921,8682.4,2964.7,635.3,317.6,847.1,1376.5,741.2,529.4,8682.4,2964.7,2753.0,1694.1,529.4,2647.1,6035.3,8682.4,1588.2,2011.8,0.0,105.9,0.0,4023.6,952.9
"Block 2028, Block Group 2, Census Tract 83.87, Denver County, Colorado",113,33,21,13,1,113,32,81,113,18,18,1,0,0,46,30,30,0,08,031,008387,2028,080310083872028,33,36,10,26,6,2,0,0,18165,0,0.0070135065,16111.8,4705.2,1425.8,3707.1,855.5,285.2,0.0,0.0,16111.8,4705.2,2994.2,1853.6,142.6,4562.6,11549.1,16111.8,2566.5,2566.5,142.6,0.0,0.0,6558.8,4277.5
"Block 2029, Block Group 2, Census Tract 83.87, Denver County, Colorado",130,38,32,10,10,130,48,82,130,15,36,4,7,1,42,25,25,0,08,031,008387,2029,080310083872029,41,28,22,17,20,6,3,1,24218,0,0.0093505698,13902.9,4384.8,2352.8,1818.1,2138.9,641.7,320.8,106.9,13902.9,4063.9,3422.3,1069.5,1069.5,5133.4,8769.5,13902.9,1604.2,3850.0,427.8,748.6,106.9,4491.7,2673.6
"Block 2030, Block Group 2, Census Tract 83.87, Denver County, Colorado",113,41,25,20,8,113,40,73,113,26,31,0,0,0,15,41,41,4,08,031,008387,2030,080310083872030,42,13,17,6,32,6,1,0,23867,0,0.0092150487,12262.6,4557.8,1844.8,651.1,3472.6,651.1,108.5,0.0,12262.6,4449.2,2713.0,2170.4,868.1,4340.7,7921.8,12262.6,2821.5,3364.1,0.0,0.0,0.0,1627.8,4449.2
"Block 2031, Block Group 2, Census Tract 83.87, Denver County, Colorado",70,38,16,10,1,70,21,49,70,14,6,6,3,0,13,28,28,2,08,031,008387,2031,080310083872031,38,3,8,3,12,6,0,0,12539,0,0.0048413079,14458.9,7849.1,1652.4,619.7,2478.7,1239.3,0.0,0.0,14458.9,7849.1,3304.9,2065.6,206.6,4337.7,10121.2,14458.9,2891.8,1239.3,1239.3,619.7,0.0,2685.2,5783.6
"Block 2032, Block Group 2, Census Tract 83.87, Denver County, Colorado",44,16,13,13,0,44,7,37,44,10,6,0,2,0,11,15,15,1,08,031,008387,2032,080310083872032,16,0,5,17,0,5,0,1,12517,0,0.0048328137,9104.4,3310.7,1034.6,3517.6,0.0,1034.6,0.0,206.9,9104.4,3310.7,2689.9,2689.9,0.0,1448.4,7656.0,9104.4,2069.2,1241.5,0.0,413.8,0.0,2276.1,3103.8
"Block 2033, Block Group 2, Census Tract 83.87, Denver County, Colorado",152,34,49,16,14,152,50,102,152,38,30,2,2,0,64,16,16,5,08,031,008387,2033,080310083872033,35,43,14,24,16,16,2,2,31377,0,0.0121146597,12546.8,2889.1,1155.6,1981.1,1320.7,1320.7,165.1,165.1,12546.8,2806.5,4044.7,1320.7,1155.6,4127.2,8419.6,12546.8,3136.7,2476.3,165.1,165.1,0.0,5282.9,1320.7
"Block 2034, Block Group 2, Census Tract 83.87, Denver County, Colorado",84,15,25,19,1,84,22,62,84,13,15,4,0,0,42,10,10,1,08,031,008387,2034,080310083872034,16,18,23,15,6,7,0,0,18828,0,0.0072694908,11555.1,2201.0,3163.9,2063.4,825.4,962.9,0.0,0.0,11555.1,2063.4,3439.0,2613.7,137.6,3026.3,8528.8,11555.1,1788.3,2063.4,550.2,0.0,0.0,5777.6,1375.6
"Block 2035, Block Group 2, Census Tract 83.87, Denver County, Colorado",126,39,28,25,2,126,25,101,126,34,14,2,2,3,50,21,21,2,08,031,008387,2035,080310083872035,42,19,19,20,9,6,9,2,25250,0,0.009749025,12924.4,4308.1,1948.9,2051.5,923.2,615.4,923.2,205.1,12924.4,4000.4,2872.1,2564.4,205.1,2564.4,10360.0,12924.4,3487.5,1436.0,205.1,205.1,307.7,5128.7,2154.1
"Block 2036, Block Group 2, Census Tract 83.87, Denver County, Colorado",157,57,33,24,5,157,10,147,157,16,11,2,2,0,109,17,17,0,08,031,008387,2036,080310083872036,71,25,14,27,12,4,4,0,22971,0,0.0088691031,17701.9,8005.3,1578.5,3044.3,1353.0,451.0,451.0,0.0,17701.9,6426.8,3720.8,2706.0,563.8,1127.5,16574.4,17701.9,1804.0,1240.3,225.5,225.5,0.0,12289.9,1916.8
"Block 3000, Block Group 3, Census Tract 83.87, Denver County, Colorado",83,25,17,6,3,83,32,51,83,24,11,6,1,0,30,11,11,0,08,031,008387,3000,080310083873000,36,11,4,10,12,8,0,2,27448,0,0.0105976728,7831.9,3397.0,377.4,943.6,1132.3,754.9,0.0,188.7,7831.9,2359.0,1604.1,566.2,283.1,3019.5,4812.4,7831.9,2264.6,1038.0,566.2,94.4,0.0,2830.8,1038.0
"Block 3001, Block Group 3, Census Tract 83.87, Denver County, Colorado",117,13,35,25,7,117,67,50,117,37,37,0,0,0,23,20,20,1,08,031,008387,3001,080310083873001,13,22,9,23,23,11,10,6,33757,0,0.0130335777,8976.8,997.4,690.5,1764.7,1764.7,844.0,767.2,460.3,8976.8,997.4,2685.4,1918.1,537.1,5140.6,3836.2,8976.8,2838.8,2838.8,0.0,0.0,0.0,1764.7,1534.5
"Block 3002, Block Group 3, Census Tract 83.87, Denver County, Colorado",323,90,95,38,41,323,163,160,323,43,106,12,21,0,105,36,36,5,08,031,008387,3002,080310083873002,93,41,27,43,30,50,26,13,86423,0,0.0333679203,9680.0,2787.1,809.2,1288.7,899.1,1498.4,779.2,389.6,9680.0,2697.2,2847.0,1138.8,1228.7,4884.9,4795.0,9680.0,1288.7,3176.7,359.6,629.3,0.0,3146.7,1078.9
