NAME,Total Population,Total Population Under 18,Total Households,Households w/ One or More Under 18,Households w/ One or More 65 and Over,Total Population - For Hispanic or Latino,Total Population Non-Hispanic or Latino,Total Population Hispanic or Latino,Total Population Race,Total Population - White,Total Population - Black or African American,American Indian or Alaska Native,Asian,Native Hawaiian or Other Pacific Islander,Some Other Race,Two or More Races - P3 Table,Two or More Races,Female ages something,state,county,tract,block,GEOID20,18 and younger,Ages 19-29,Ages 30-39,Ages 40-49,Ages 50-59,Ages 60-69,Ages 70-79,Ages 80 and older,ALAND20,AWATER20,total_sq_miles,Pop. Density,Pop. Density - 18 and younger,Pop. Density - Ages 30-39,Pop. Density - Ages 40-49,Pop. Density - Ages 50-59,Pop. Density - Ages 60-69,Pop. Density - Ages 70-79,Pop. Density - Ages 80 and older,Pop. Density - Total Population,Pop. Density - Total Population Under 18,Pop. Density - Total Households,Pop. Density - Households w/ One or More Under 18,Pop. Density - Households w/ One or More 65 and Over,Pop. Density - Total Population Non-Hispanic or Latino,Pop. Density - Total Population Hispanic or Latino,Pop. Density - Total Population Race,Pop. Density - Total Population - White,Pop. Density - Total Population - Black or African American,Pop. Density - American Indian or Alaska Native,Pop. Density - Asian,Pop. Density - Native Hawaiian or Other Pacific Islander,Pop. Density - Some Other Race,Pop. Density - Two or More Races
"Block 5005, Block Group 5, Census Tract 41.03, Denver County, Colorado",67,14,24,18,5,67,62,5,67,32,26,0,1,1,0,7,7,0,08,031,004103,5005,080310041035005,14,11,25,3,4,4,7,1,18991,0,0.0073324251,9137.5,1909.3,3409.5,409.1,545.5,545.5,954.7,136.4,9137.5,1909.3,3273.1,2454.8,681.9,8455.6,681.9,9137.5,4364.2,3545.9,0.0,136.4,136.4,0.0,954.7
"Block 5006, Block Group 5, Census Tract 41.03, Denver County, Colorado",50,12,24,2,4,50,45,5,50,44,2,3,0,0,0,1,1,0,08,031,004103,5006,080310041035006,12,1,27,0,2,6,2,0,18980,0,0.007328178,6823.0,1637.5,3684.4,0.0,272.9,818.8,272.9,0.0,6823.0,1637.5,3275.0,272.9,545.8,6140.7,682.3,6823.0,6004.2,272.9,409.4,0.0,0.0,0.0,136.5
"Block 5007, Block Group 5, Census Tract 41.03, Denver County, Colorado",29,4,12,7,3,29,29,0,29,19,7,1,0,0,0,2,2,0,08,031,004103,5007,080310041035007,4,0,7,3,3,5,5,2,18611,0,0.0071857071,4035.8,556.7,974.2,417.5,417.5,695.8,695.8,278.3,4035.8,556.7,1670.0,974.2,417.5,4035.8,0.0,4035.8,2644.1,974.2,139.2,0.0,0.0,0.0,278.3
"Block 5008, Block Group 5, Census Tract 41.03, Denver County, Colorado",54,7,24,13,4,54,48,6,54,31,14,0,0,0,4,5,5,0,08,031,004103,5008,080310041035008,7,6,9,4,11,11,5,1,18843,0,0.0072752823,7422.4,962.2,1237.1,549.8,1512.0,1512.0,687.3,137.5,7422.4,962.2,3298.8,1786.9,549.8,6597.7,824.7,7422.4,4261.0,1924.3,0.0,0.0,0.0,549.8,687.3
"Block 5009, Block Group 5, Census Tract 41.03, Denver County, Colorado",54,13,20,10,6,54,53,1,54,43,10,0,0,0,1,0,0,0,08,031,004103,5009,080310041035009,13,6,6,10,19,0,0,0,19163,0,0.0073988343,7298.4,1757.0,810.9,1351.6,2568.0,0.0,0.0,0.0,7298.4,1757.0,2703.1,1351.6,810.9,7163.3,135.2,7298.4,5811.7,1351.6,0.0,0.0,0.0,135.2,0.0
"Block 5010, Block Group 5, Census Tract 41.03, Denver County, Colorado",69,19,23,5,6,69,69,0,69,53,5,0,1,0,0,10,10,1,08,031,004103,5010,080310041035010,19,3,7,11,8,11,10,1,19042,0,0.0073521162,9385.1,2584.3,952.1,1496.2,1088.1,1496.2,1360.2,136.0,9385.1,2584.3,3128.4,680.1,816.1,9385.1,0.0,9385.1,7208.8,680.1,0.0,136.0,0.0,0.0,1360.2
"Block 5011, Block Group 5, Census Tract 41.03, Denver County, Colorado",52,14,23,2,16,52,48,4,52,40,6,0,0,0,0,6,6,0,08,031,004103,5011,080310041035011,14,18,1,3,17,2,0,1,19109,0,0.0073779849,7048.0,1897.5,135.5,406.6,2304.2,271.1,0.0,135.5,7048.0,1897.5,3117.4,271.1,2168.6,6505.8,542.2,7048.0,5421.5,813.2,0.0,0.0,0.0,0.0,813.2
"Block 5012, Block Group 5, Census Tract 41.03, Denver County, Colorado",71,24,23,8,3,71,66,5,71,55,5,1,1,0,1,8,8,1,08,031,004103,5012,080310041035012,24,0,7,24,8,5,3,0,19100,0,0.00737451,9627.8,3254.5,949.2,3254.5,1084.8,678.0,406.8,0.0,9627.8,3254.5,3118.9,1084.8,406.8,8949.7,678.0,9627.8,7458.1,678.0,135.6,135.6,0.0,135.6,1084.8
"Block 5013, Block Group 5, Census Tract 41.03, Denver County, Colorado",68,14,25,1,18,68,67,1,68,57,0,0,5,0,0,6,6,1,08,031,004103,5013,080310041035013,14,3,9,10,15,6,11,0,19096,0,0.0073729656,9222.9,1898.8,1220.7,1356.3,2034.5,813.8,1491.9,0.0,9222.9,1898.8,3390.8,135.6,2441.4,9087.3,135.6,9222.9,7730.9,0.0,0.0,678.2,0.0,0.0,813.8
"Block 5014, Block Group 5, Census Tract 41.03, Denver County, Colorado",49,5,24,13,6,49,47,2,49,35,11,0,1,0,0,2,2,0,08,031,004103,5014,080310041035014,5,4,20,1,5,5,5,4,19065,0,0.0073609965,6656.7,679.3,2717.0,135.9,679.3,679.3,679.3,543.4,6656.7,679.3,3260.4,1766.1,815.1,6385.0,271.7,6656.7,4754.8,1494.4,0.0,135.9,0.0,0.0,271.7
"Block 5015, Block Group 5, Census Tract 41.03, Denver County, Colorado",55,8,16,2,6,55,52,3,55,44,6,0,0,0,3,2,2,0,08,031,004103,5015,080310041035015,8,2,8,14,0,11,7,5,19004,0,0.0073374443999999995,7495.8,1090.3,1090.3,1908.0,0.0,1499.2,954.0,681.4,7495.8,1090.3,2180.6,272.6,817.7,7086.9,408.9,7495.8,5996.6,817.7,0.0,0.0,0.0,408.9,272.6
"Block 6001, Block Group 6, Census Tract 41.03, Denver County, Colorado",30,2,21,5,3,30,27,3,30,8,19,0,0,0,1,2,2,0,08,031,004103,6001,080310041036001,2,2,5,7,1,7,1,5,18520,0,0.007150572,4195.5,279.7,699.2,978.9,139.8,978.9,139.8,699.2,4195.5,279.7,2936.8,699.2,419.5,3775.9,419.5,4195.5,1118.8,2657.1,0.0,0.0,0.0,139.8,279.7
"Block 6004, Block Group 6, Census Tract 41.03, Denver County, Colorado",42,9,17,9,2,42,41,1,42,15,20,1,0,1,0,5,5,0,08,031,004103,6004,080310041036004,9,7,9,6,2,0,7,2,17177,0,0.0066320397,6332.9,1357.0,1357.0,904.7,301.6,0.0,1055.5,301.6,6332.9,1357.0,2563.3,1357.0,301.6,6182.1,150.8,6332.9,2261.7,3015.7,150.8,0.0,150.8,0.0,753.9
"Block 6005, Block Group 6, Census Tract 41.03, Denver County, Colorado",43,5,23,1,19,43,41,2,43,28,7,2,1,0,1,4,4,4,08,031,004103,6005,080310041036005,5,0,10,17,4,7,0,0,17569,0,0.0067833909,6339.0,737.1,1474.2,2506.1,589.7,1031.9,0.0,0.0,6339.0,737.1,3390.6,147.4,2801.0,6044.2,294.8,6339.0,4127.7,1031.9,294.8,147.4,0.0,147.4,589.7
"Block 6006, Block Group 6, Census Tract 41.03, Denver County, Colorado",42,3,22,11,5,42,40,2,42,32,7,0,2,0,1,0,0,2,08,031,004103,6006,080310041036006,3,11,9,2,12,2,3,0,17642,0,0.0068115762,6166.0,440.4,1321.3,293.6,1761.7,293.6,440.4,0.0,6166.0,440.4,3229.8,1614.9,734.0,5872.4,293.6,6166.0,4697.9,1027.7,0.0,293.6,0.0,146.8,0.0
"Block 6007, Block Group 6, Census Tract 41.03, Denver County, Colorado",58,16,20,6,11,58,40,18,58,26,19,0,2,0,2,9,9,0,08,031,004103,6007,080310041036007,17,1,20,5,2,0,13,0,17195,0,0.0066389895,8736.3,2560.6,3012.5,753.1,301.3,0.0,1958.1,0.0,8736.3,2410.0,3012.5,903.8,1656.9,6025.0,2711.3,8736.3,3916.3,2861.9,0.0,301.3,0.0,301.3,1355.6
"Block 6008, Block Group 6, Census Tract 41.03, Denver County, Colorado",55,8,23,6,6,55,49,6,55,25,16,0,0,1,2,11,11,2,08,031,004103,6008,080310041036008,9,2,19,8,6,6,2,3,19174,0,0.0074030814,7429.3,1215.7,2566.5,1080.6,810.5,810.5,270.2,405.2,7429.3,1080.6,3106.8,810.5,810.5,6618.9,810.5,7429.3,3377.0,2161.3,0.0,0.0,135.1,270.2,1485.9
"Block 6009, Block Group 6, Census Tract 41.03, Denver County, Colorado",57,12,21,4,6,57,49,8,57,33,9,0,3,0,7,5,5,0,08,031,004103,6009,080310041036009,13,9,9,16,2,7,1,0,19532,0,0.0075413052,7558.4,1723.8,1193.4,2121.6,265.2,928.2,132.6,0.0,7558.4,1591.2,2784.7,530.4,795.6,6497.5,1060.8,7558.4,4375.9,1193.4,0.0,397.8,0.0,928.2,663.0
"Block 6010, Block Group 6, Census Tract 41.03, Denver County, Colorado",47,8,23,6,5,47,44,3,47,24,17,0,1,0,0,5,5,0,08,031,004103,6010,080310041036010,8,0,4,8,11,9,4,3,19562,0,0.0075528882,6222.8,1059.2,529.6,1059.2,1456.4,1191.6,529.6,397.2,6222.8,1059.2,3045.2,794.4,662.0,5825.6,397.2,6222.8,3177.6,2250.8,0.0,132.4,0.0,0.0,662.0
"Block 1004, Block Group 1, Census Tract 154, Denver County, Colorado",19,2,13,2,9,19,11,8,19,11,0,1,1,0,1,5,5,0,08,031,015400,1004,080310154001004,2,0,3,2,12,0,0,0,65265,0,0.0251988165,754.0,79.4,119.1,79.4,476.2,0.0,0.0,0.0,754.0,79.4,515.9,79.4,357.2,436.5,317.5,754.0,436.5,0.0,39.7,39.7,0.0,39.7,198.4
"Block 1008, Block Group 1, Census Tract 154, Denver County, Colorado",51,13,13,2,2,51,26,25,51,26,0,1,0,0,5,19,19,0,08,031,015400,1008,080310154001008,14,0,26,0,2,6,1,2,20100,0,0.00776061,6571.6,1804.0,3350.3,0.0,257.7,773.1,128.9,257.7,6571.6,1675.1,1675.1,257.7,257.7,3350.3,3221.4,6571.6,3350.3,0.0,128.9,0.0,0.0,644.3,2448.3
"Block 1009, Block Group 1, Census Tract 154, Denver County, Colorado",29,3,4,0,2,29,26,3,29,24,0,0,4,0,0,1,1,0,08,031,015400,1009,080310154001009,3,0,14,8,1,2,1,0,13625,0,0.0052606125,5512.7,570.3,2661.3,1520.7,190.1,380.2,190.1,0.0,5512.7,570.3,760.4,0.0,380.2,4942.4,570.3,5512.7,4562.2,0.0,0.0,760.4,0.0,0.0,190.1
"Block 1010, Block Group 1, Census Tract 154, Denver County, Colorado",31,5,13,2,8,31,14,17,31,14,0,2,2,0,2,11,11,2,08,031,015400,1010,080310154001010,5,3,1,0,12,7,2,1,19312,0,0.0074563632,4157.5,670.6,134.1,0.0,1609.4,938.8,268.2,134.1,4157.5,670.6,1743.5,268.2,1072.9,1877.6,2279.9,4157.5,1877.6,0.0,268.2,268.2,0.0,268.2,1475.3
"Block 1011, Block Group 1, Census Tract 154, Denver County, Colorado",50,14,16,6,5,50,29,21,50,30,0,1,0,1,9,9,9,1,08,031,015400,1011,080310154001011,14,7,6,4,7,7,3,2,24514,0,0.0094648554,5282.7,1479.2,633.9,422.6,739.6,739.6,317.0,211.3,5282.7,1479.2,1690.5,633.9,528.3,3064.0,2218.7,5282.7,3169.6,0.0,105.7,0.0,105.7,950.9,950.9
"Block 1012, Block Group 1, Census Tract 154, Denver County, Colorado",74,13,36,6,9,74,51,23,74,54,0,0,0,0,6,14,14,2,08,031,015400,1012,080310154001012,13,8,20,5,6,15,0,7,46618,0,0.0179992098,4111.3,722.3,1111.2,277.8,333.3,833.4,0.0,388.9,4111.3,722.3,2000.1,333.3,500.0,2833.5,1277.8,4111.3,3000.1,0.0,0.0,0.0,0.0,333.3,777.8
"Block 1013, Block Group 1, Census Tract 154, Denver County, Colorado",133,28,58,10,14,133,100,33,133,98,0,1,2,0,14,18,18,0,08,031,015400,1013,080310154001013,29,12,13,22,7,34,14,2,172676,0,0.0666702036,1994.9,435.0,195.0,330.0,105.0,510.0,210.0,30.0,1994.9,420.0,870.0,150.0,210.0,1499.9,495.0,1994.9,1469.9,0.0,15.0,30.0,0.0,210.0,270.0
"Block 1014, Block Group 1, Census Tract 154, Denver County, Colorado",34,10,12,3,2,34,19,15,34,25,0,3,0,0,3,3,3,0,08,031,015400,1014,080310154001014,10,4,8,6,1,4,0,1,27014,0,0.0104301054,3259.8,958.8,767.0,575.3,95.9,383.5,0.0,95.9,3259.8,958.8,1150.5,287.6,191.8,1821.6,1438.1,3259.8,2396.9,0.0,287.6,0.0,0.0,287.6,287.6
"Block 1015, Block Group 1, Census Tract 154, Denver County, Colorado",36,7,15,3,7,36,10,26,36,9,0,15,0,0,7,5,5,0,08,031,015400,1015,080310154001015,7,9,6,5,5,0,0,5,21358,0,0.0082463238,4365.6,848.9,727.6,606.3,606.3,0.0,0.0,606.3,4365.6,848.9,1819.0,363.8,848.9,1212.7,3152.9,4365.6,1091.4,0.0,1819.0,0.0,0.0,848.9,606.3
"Block 1016, Block Group 1, Census Tract 154, Denver County, Colorado",41,11,21,5,4,41,29,12,41,29,0,0,1,0,6,5,5,3,08,031,015400,1016,080310154001016,11,13,6,3,4,3,1,0,20112,0,0.0077652432,5279.9,1416.6,772.7,386.3,515.1,386.3,128.8,0.0,5279.9,1416.6,2704.4,643.9,515.1,3734.6,1545.3,5279.9,3734.6,0.0,0.0,128.8,0.0,772.7,643.9
"Block 1017, Block Group 1, Census Tract 154, Denver County, Colorado",37,2,23,4,4,37,26,11,37,24,0,1,0,1,9,2,2,0,08,031,015400,1017,080310154001017,2,8,14,1,9,3,0,0,20280,0,0.007830108,4725.3,255.4,1788.0,127.7,1149.4,383.1,0.0,0.0,4725.3,255.4,2937.4,510.8,510.8,3320.5,1404.8,4725.3,3065.1,0.0,127.7,0.0,127.7,1149.4,255.4
"Block 1018, Block Group 1, Census Tract 154, Denver County, Colorado",60,4,18,1,14,60,41,19,60,49,0,0,0,0,1,10,10,0,08,031,015400,1018,080310154001018,4,18,23,11,4,0,0,0,20146,0,0.0077783706,7713.7,514.2,2956.9,1414.2,514.2,0.0,0.0,0.0,7713.7,514.2,2314.1,128.6,1799.9,5271.0,2442.7,7713.7,6299.5,0.0,0.0,0.0,0.0,128.6,1285.6
"Block 2000, Block Group 2, Census Tract 21.02, Denver County, Colorado",8,0,3,2,0,8,8,0,8,2,1,0,0,0,0,5,5,0,08,031,002102,2000,080310021022000,0,4,4,1,0,0,0,0,13780,0,0.005320458,1503.6,0.0,751.8,188.0,0.0,0.0,0.0,0.0,1503.6,0.0,563.9,375.9,0.0,1503.6,0.0,1503.6,375.9,188.0,0.0,0.0,0.0,0.0,939.8
"Block 2001, Block Group 2, Census Tract 21.02, Denver County, Colorado",57,2,35,4,5,57,49,8,57,52,0,0,1,0,3,1,1,0,08,031,002102,2001,080310021022001,2,22,21,5,4,0,2,2,14768,0,0.0057019248,9996.6,350.8,3683.0,876.9,701.5,0.0,350.8,350.8,9996.6,350.8,6138.3,701.5,876.9,8593.6,1403.0,9996.6,9119.7,0.0,0.0,175.4,0.0,526.1,175.4
"Block 2002, Block Group 2, Census Tract 21.02, Denver County, Colorado",66,4,36,2,6,66,64,2,66,59,0,0,2,0,0,5,5,1,08,031,002102,2002,080310021022002,5,33,7,11,4,2,4,0,14118,0,0.0054509598,12108.0,917.3,1284.2,2018.0,733.8,366.9,733.8,0.0,12108.0,733.8,6604.3,366.9,1100.7,11741.1,366.9,12108.0,10823.8,0.0,0.0,366.9,0.0,0.0,917.3
"Block 2003, Block Group 2, Census Tract 21.02, Denver County, Colorado",48,5,23,0,8,48,40,8,48,36,5,0,0,0,0,7,7,0,08,031,002102,2003,080310021022003,6,5,9,1,6,7,4,10,11174,0,0.0043142814,11125.8,1390.7,2086.1,231.8,1390.7,1622.5,927.2,2317.9,11125.8,1158.9,5331.1,0.0,1854.3,9271.5,1854.3,11125.8,8344.4,1158.9,0.0,0.0,0.0,0.0,1622.5
"Block 2004, Block Group 2, Census Tract 21.02, Denver County, Colorado",52,1,28,3,1,52,45,7,52,44,0,0,2,0,3,3,3,2,08,031,002102,2004,080310021022004,1,17,14,4,4,11,1,0,11281,0,0.0043555940999999996,11938.7,229.6,3214.3,918.4,918.4,2525.5,229.6,0.0,11938.7,229.6,6428.5,688.8,229.6,10331.5,1607.1,11938.7,10102.0,0.0,0.0,459.2,0.0,688.8,688.8
"Block 2005, Block Group 2, Census Tract 21.02, Denver County, Colorado",67,12,25,5,6,67,64,3,67,61,0,0,1,0,3,2,2,0,08,031,002102,2005,080310021022005,12,10,30,8,0,7,0,0,14093,0,0.0054413073,12313.2,2205.4,5513.4,1470.2,0.0,1286.5,0.0,0.0,12313.2,2205.4,4594.5,918.9,1102.7,11761.9,551.3,12313.2,11210.5,0.0,0.0,183.8,0.0,551.3,367.6
"Block 2006, Block Group 2, Census Tract 21.02, Denver County, Colorado",36,3,26,3,7,36,31,5,36,33,3,0,0,0,0,0,0,0,08,031,002102,2006,080310021022006,3,17,3,10,3,0,0,0,20849,0,0.0080497989,4472.2,372.7,372.7,1242.3,372.7,0.0,0.0,0.0,4472.2,372.7,3229.9,372.7,869.6,3851.0,621.1,4472.2,4099.5,372.7,0.0,0.0,0.0,0.0,0.0
"Block 2007, Block Group 2, Census Tract 21.02, Denver County, Colorado",110,12,57,5,5,110,95,15,110,87,3,0,1,0,10,9,9,0,08,031,002102,2007,080310021022007,12,45,36,4,0,7,6,0,18891,0,0.0072938151,15081.3,1645.2,4935.7,548.4,0.0,959.7,822.6,0.0,15081.3,1645.2,7814.8,685.5,685.5,13024.7,2056.5,15081.3,11927.9,411.3,0.0,137.1,0.0,1371.0,1233.9
"Block 2008, Block Group 2, Census Tract 21.02, Denver County, Colorado",77,15,42,16,3,77,75,2,77,74,1,0,0,0,1,1,1,2,08,031,002102,2008,080310021022008,15,18,20,19,0,4,1,0,18940,0,0.0073127339999999996,10529.6,2051.2,2735.0,2598.2,0.0,547.0,136.7,0.0,10529.6,2051.2,5743.4,2188.0,410.2,10256.1,273.5,10529.6,10119.3,136.7,0.0,0.0,0.0,136.7,136.7
"Block 2009, Block Group 2, Census Tract 21.02, Denver County, Colorado",47,4,24,3,6,47,44,3,47,40,0,0,0,0,0,7,7,1,08,031,002102,2009,080310021022009,4,2,27,4,3,7,0,0,20865,0,0.0080559765,5834.2,496.5,3351.5,496.5,372.4,868.9,0.0,0.0,5834.2,496.5,2979.2,372.4,744.8,5461.8,372.4,5834.2,4965.3,0.0,0.0,0.0,0.0,0.0,868.9
"Block 2010, Block Group 2, Census Tract 21.02, Denver County, Colorado",67,13,43,9,4,67,61,6,67,52,12,0,0,0,2,1,1,2,08,031,002102,2010,080310021022010,13,11,32,4,5,4,0,0,20543,0,0.0079316523,8447.2,1639.0,4034.5,504.3,630.4,504.3,0.0,0.0,8447.2,1639.0,5421.3,1134.7,504.3,7690.7,756.5,8447.2,6556.0,1512.9,0.0,0.0,0.0,252.2,126.1
"Block 2011, Block Group 2, Census Tract 21.02, Denver County, Colorado",114,13,75,3,5,114,114,0,114,101,3,0,3,0,2,5,5,0,08,031,002102,2011,080310021022011,13,16,49,2,30,0,1,3,20051,0,0.0077416911,14725.5,1679.2,6329.4,258.3,3875.1,0.0,129.2,387.5,14725.5,1679.2,9687.8,387.5,645.9,14725.5,0.0,14725.5,13046.2,387.5,0.0,387.5,0.0,258.3,645.9
"Block 2012, Block Group 2, Census Tract 21.02, Denver County, Colorado",95,7,64,0,13,95,79,16,95,74,0,0,0,0,6,15,15,0,08,031,002102,2012,080310021022012,7,13,35,21,1,8,9,1,20407,0,0.0078791427,12057.1,888.4,4442.1,2665.3,126.9,1015.3,1142.3,126.9,12057.1,888.4,8122.7,0.0,1649.9,10026.5,2030.7,12057.1,9391.9,0.0,0.0,0.0,0.0,761.5,1903.8
"Block 2013, Block Group 2, Census Tract 21.02, Denver County, Colorado",79,6,40,1,12,79,68,11,79,66,1,0,4,0,4,4,4,5,08,031,002102,2013,080310021022013,6,8,24,17,18,5,2,0,20974,0,0.0080980614,9755.4,740.9,2963.7,2099.3,2222.8,617.4,247.0,0.0,9755.4,740.9,4939.5,123.5,1481.8,8397.1,1358.3,9755.4,8150.1,123.5,0.0,493.9,0.0,493.9,493.9
"Block 2014, Block Group 2, Census Tract 21.02, Denver County, Colorado",85,11,38,3,6,85,63,22,85,58,3,0,7,0,6,11,11,0,08,031,002102,2014,080310021022014,11,5,30,24,7,2,4,2,20626,0,0.0079636986,10673.4,1381.3,3767.1,3013.7,879.0,251.1,502.3,251.1,10673.4,1381.3,4771.7,376.7,753.4,7910.9,2762.5,10673.4,7283.0,376.7,0.0,879.0,0.0,753.4,1381.3
"Block 2015, Block Group 2, Census Tract 21.02, Denver County, Colorado",100,5,49,5,5,100,87,13,100,86,0,0,0,0,11,3,3,0,08,031,002102,2015,080310021022015,5,18,56,5,14,2,0,0,20282,0,0.0078308802,12770.0,638.5,7151.2,638.5,1787.8,255.4,0.0,0.0,12770.0,638.5,6257.3,638.5,638.5,11109.9,1660.1,12770.0,10982.2,0.0,0.0,0.0,0.0,1404.7,383.1
"Block 2016, Block Group 2, Census Tract 21.02, Denver County, Colorado",50,3,34,2,7,50,45,5,50,40,0,4,1,0,0,5,5,0,08,031,002102,2016,080310021022016,3,13,7,0,14,10,0,3,21618,0,0.0083467098,5990.4,359.4,838.7,0.0,1677.3,1198.1,0.0,359.4,5990.4,359.4,4073.5,239.6,838.7,5391.3,599.0,5990.4,4792.3,0.0,479.2,119.8,0.0,0.0,599.0
"Block 2017, Block Group 2, Census Tract 21.02, Denver County, Colorado",53,9,22,12,1,53,46,7,53,38,2,2,3,0,1,7,7,0,08,031,002102,2017,080310021022017,9,3,7,8,4,9,12,1,22118,0,0.0085397598,6206.3,1053.9,819.7,936.8,468.4,1053.9,1405.2,117.1,6206.3,1053.9,2576.2,1405.2,117.1,5386.6,819.7,6206.3,4449.8,234.2,234.2,351.3,0.0,117.1,819.7
"Block 3000, Block Group 3, Census Tract 21.02, Denver County, Colorado",75,11,35,4,3,75,71,4,75,64,5,0,0,0,2,4,4,0,08,031,002102,3000,080310021023000,11,17,24,3,11,7,2,0,15511,0,0.0059887971,12523.4,1836.8,4007.5,500.9,1836.8,1168.8,334.0,0.0,12523.4,1836.8,5844.2,667.9,500.9,11855.5,667.9,12523.4,10686.6,834.9,0.0,0.0,0.0,334.0,667.9
"Block 3028, Block Group 3, Census Tract 23, Denver County, Colorado",51,14,29,5,5,51,46,5,51,36,2,0,4,0,5,4,4,0,08,031,002300,3028,080310023003028,14,7,24,4,2,0,0,0,14661,0,0.0056606121,9009.6,2473.2,4239.8,706.6,353.3,0.0,0.0,0.0,9009.6,2473.2,5123.1,883.3,883.3,8126.3,883.3,9009.6,6359.7,353.3,0.0,706.6,0.0,883.3,706.6
"Block 3025, Block Group 3, Census Tract 23, Denver County, Colorado",94,13,40,6,6,94,72,22,94,69,14,0,0,0,6,5,5,1,08,031,002300,3025,080310023003025,13,24,30,13,2,7,3,2,14688,0,0.0056710368,16575.5,2292.3,5290.0,2292.3,352.7,1234.3,529.0,352.7,16575.5,2292.3,7053.4,1058.0,1058.0,12696.1,3879.4,16575.5,12167.1,2468.7,0.0,0.0,0.0,1058.0,881.7
"Block 3026, Block Group 3, Census Tract 23, Denver County, Colorado",57,1,23,4,10,57,56,1,57,24,23,1,3,0,0,6,6,0,08,031,002300,3026,080310023003026,2,8,15,18,5,2,6,1,14784,0,0.0057081024,9985.8,350.4,2627.8,3153.4,875.9,350.4,1051.1,175.2,9985.8,175.2,4029.4,700.8,1751.9,9810.6,175.2,9985.8,4204.5,4029.4,175.2,525.6,0.0,0.0,1051.1
"Block 3027, Block Group 3, Census Tract 23, Denver County, Colorado",70,17,20,8,5,70,68,2,70,60,2,0,0,0,0,8,8,0,08,031,002300,3027,080310023003027,17,3,22,13,3,7,5,0,14880,0,0.005745168,12184.2,2959.0,3829.3,2262.8,522.2,1218.4,870.3,0.0,12184.2,2959.0,3481.2,1392.5,870.3,11836.0,348.1,12184.2,10443.6,348.1,0.0,0.0,0.0,0.0,1392.5
"Block 3029, Block Group 3, Census Tract 23, Denver County, Colorado",74,17,28,21,4,74,69,5,74,62,5,0,0,0,4,3,3,0,08,031,002300,3029,080310023003029,17,6,27,15,4,3,3,0,14723,0,0.0056845503,13017.7,2990.6,4749.7,2638.7,703.7,527.7,527.7,0.0,13017.7,2990.6,4925.6,3694.2,703.7,12138.2,879.6,13017.7,10906.8,879.6,0.0,0.0,0.0,703.7,527.7
"Block 3030, Block Group 3, Census Tract 23, Denver County, Colorado",89,27,43,7,8,89,80,9,89,62,13,1,0,0,4,9,9,0,08,031,002300,3030,080310023003030,27,23,10,15,7,2,5,0,14729,0,0.0056868669,15650.1,4747.8,1758.4,2637.7,1230.9,351.7,879.2,0.0,15650.1,4747.8,7561.3,1230.9,1406.7,14067.5,1582.6,15650.1,10902.3,2286.0,175.8,0.0,0.0,703.4,1582.6
"Block 3031, Block Group 3, Census Tract 23, Denver County, Colorado",49,4,33,6,1,49,46,3,49,27,14,0,4,0,3,1,1,0,08,031,002300,3031,080310023003031,4,5,11,10,11,5,3,0,14917,0,0.0057594537,8507.8,694.5,1909.9,1736.3,1909.9,868.1,520.9,0.0,8507.8,694.5,5729.7,1041.8,173.6,7986.9,520.9,8507.8,4687.9,2430.8,0.0,694.5,0.0,520.9,173.6
"Block 1000, Block Group 1, Census Tract 24.02, Denver County, Colorado",107,19,39,12,13,107,90,17,107,53,26,0,8,0,12,8,8,0,08,031,002402,1000,080310024021000,21,37,11,21,10,6,1,0,15810,0,0.006104241,17528.8,3440.2,1802.0,3440.2,1638.2,982.9,163.8,0.0,17528.8,3112.6,6389.0,1965.8,2129.7,14743.8,2784.9,17528.8,8682.5,4259.3,0.0,1310.6,0.0,1965.8,1310.6
"Block 1001, Block Group 1, Census Tract 24.02, Denver County, Colorado",60,10,21,4,1,60,48,12,60,41,2,0,0,0,4,13,13,0,08,031,002402,1001,080310024021001,10,9,20,7,2,10,3,0,16129,0,0.0062274069,9634.8,1605.8,3211.6,1124.1,321.2,1605.8,481.7,0.0,9634.8,1605.8,3372.2,642.3,160.6,7707.9,1927.0,9634.8,6583.8,321.2,0.0,0.0,0.0,642.3,2087.5
"Block 1002, Block Group 1, Census Tract 24.02, Denver County, Colorado",73,8,40,14,5,73,53,20,73,53,3,0,0,0,2,15,15,0,08,031,002402,1002,080310024021002,8,13,19,23,5,2,3,0,17666,0,0.0068208426,10702.5,1172.9,2785.6,3372.0,733.0,293.2,439.8,0.0,10702.5,1172.9,5864.4,2052.5,733.0,7770.3,2932.2,10702.5,7770.3,439.8,0.0,0.0,0.0,293.2,2199.1
"Block 1003, Block Group 1, Census Tract 24.02, Denver County, Colorado",151,31,86,9,7,151,115,36,151,77,28,1,5,3,16,21,21,1,08,031,002402,1003,080310024021003,31,18,29,21,30,9,12,1,14390,0,0.005555979,27177.9,5579.6,5219.6,3779.7,5399.6,1619.9,2159.8,180.0,27177.9,5579.6,15478.8,1619.9,1259.9,20698.4,6479.5,27177.9,13858.9,5039.6,180.0,899.9,540.0,2879.8,3779.7
